delivery_id,is_late,risk_reason
DL000168495,0,Normal
DL000168496,0,Normal
DL000168497,0,Long delivery duration
DL000168498,0,Normal
DL000168499,0,Delayed status
DL000168500,0,Normal
DL000168501,0,Normal
DL000168502,0,Delayed status
DL000168503,0,Normal
DL000168504,0,Normal
DL000168505,0,Normal
DL000168506,0,Long delivery duration
DL000168507,0,Normal
DL000168508,0,Normal
DL000168509,0,Normal
DL000168510,0,Normal
DL000168511,1,Delayed status
DL000168512,0,Normal
DL000168513,0,Long delivery duration
DL000168514,0,Normal
DL000168515,0,Normal
DL000168516,1,Delayed status
DL000168517,0,Normal
DL000168518,1,Delayed status
DL000168519,0,Normal
DL000168520,0,Delayed status
DL000168521,0,Normal
DL000168522,1,Normal
DL000168523,0,Normal
DL000168524,0,Normal
DL000168525,0,Normal
DL000168526,0,Normal
DL000168527,0,Normal
DL000168528,1,Normal
DL000168529,0,Normal
DL000168530,0,Normal
DL000168531,0,Delayed status
DL000168532,1,Delayed status
DL000168533,0,Normal
DL000168534,0,Normal
DL000168535,0,Normal
DL000168536,1,Normal
DL000168537,0,Long delivery duration
DL000168538,0,Normal
DL000168539,0,Normal
DL000168540,0,Normal
DL000168541,0,Normal
DL000168542,0,Normal
DL000168543,0,Normal
DL000168544,0,Normal
DL000168545,0,Normal
DL000168546,0,Normal
DL000168547,0,Normal
DL000168548,0,Normal
DL000168549,0,Normal
DL000168550,0,Normal
DL000168551,1,Normal
DL000168552,0,Normal
DL000168553,0,Normal
DL000168554,1,Delayed status
DL000168555,0,Normal
DL000168556,0,Normal
DL000168557,0,Normal
DL000168558,0,Normal
DL000168559,0,Normal
DL000168560,1,Normal
DL000168561,1,Delayed status
DL000168562,0,Normal
DL000168563,0,Normal
DL000168564,1,Delayed status
DL000168565,0,Normal
DL000168566,0,Normal
DL000168567,0,Normal
DL000168568,0,Normal
DL000168569,0,Normal
DL000168570,0,Normal
DL000168571,0,Normal
DL000168572,0,Normal
DL000168573,0,Long delivery duration
DL000168574,1,Delayed status
DL000168575,0,Long delivery duration
DL000168576,0,Normal
DL000168577,0,Normal
DL000168578,0,Normal
DL000168579,0,Normal
DL000168580,0,Normal
DL000168581,0,Normal
DL000168582,0,Normal
DL000168583,0,Normal
DL000168584,0,Normal
DL000168585,0,Normal
DL000168586,1,Normal
DL000168587,0,Normal
DL000168588,0,Normal
DL000168589,0,Normal
DL000168590,0,Normal
DL000168591,0,Normal
DL000168592,0,Delayed status
DL000168593,1,Delayed status
DL000168594,0,Normal
DL000168595,0,Normal
DL000168596,0,Normal
DL000168597,0,Normal
DL000168598,0,Normal
DL000168599,0,Normal
DL000168600,0,Normal
DL000168601,0,Normal
DL000168602,0,Normal
DL000168603,0,Normal
DL000168604,0,Normal
DL000168605,0,Normal
DL000168606,1,Delayed status
DL000168607,0,Normal
DL000168608,1,Normal
DL000168609,0,Normal
DL000168610,0,Normal
DL000168611,0,Normal
DL000168612,0,Delayed status
DL000168613,1,Normal
DL000168614,0,Normal
DL000168615,0,Normal
DL000168616,0,Normal
DL000168617,0,Normal
DL000168618,0,Normal
DL000168619,0,Normal
DL000168620,0,Normal
DL000168621,0,Normal
DL000168622,0,Normal
DL000168623,0,Long delivery distance
DL000168624,0,Normal
DL000168625,0,Normal
DL000168626,0,Normal
DL000168627,0,Normal
DL000168628,0,Normal
DL000168629,0,Normal
DL000168630,1,Long delivery duration
DL000168631,0,Normal
DL000168632,0,Normal
DL000168633,0,Delayed status
DL000168634,0,Normal
DL000168635,0,Long delivery duration
DL000168636,1,Normal
DL000168637,0,Normal
DL000168638,0,Normal
DL000168639,0,Normal
DL000168640,0,Normal
DL000168641,0,Normal
DL000168642,0,Long delivery duration
DL000168643,0,Normal
DL000168644,0,Normal
DL000168645,0,Normal
DL000168646,0,Normal
DL000168647,1,Delayed status
DL000168648,0,Normal
DL000168649,0,Long delivery duration
DL000168650,0,Normal
DL000168651,0,Normal
DL000168652,1,Delayed status
DL000168653,No,Normal
DL000168654,0,Normal
DL000168655,0,Normal
DL000168656,0,Normal
DL000168657,0,Normal
DL000168658,0,Normal
DL000168659,0,Long delivery duration
DL000168660,0,Normal
DL000168661,0,Normal
DL000168662,0,Normal
DL000168663,0,Normal
DL000168664,0,Normal
DL000168665,0,Long delivery duration
DL000168666,0,Normal
DL000168667,0,Long delivery distance
DL000168668,0,Normal
DL000168669,0,Normal
DL000168670,0,Normal
DL000168671,0,Delayed status
DL000168672,0,Normal
DL000168673,0,Normal
DL000168674,0,Normal
DL000168675,0,Long delivery duration
DL000168676,0,Normal
DL000168677,0,Normal
DL000168678,0,Normal
DL000168679,0,Normal
DL000168680,0,Delayed status
DL000168681,0,Normal
DL000168682,0,Normal
DL000168683,0,Normal
DL000168684,0,Normal
DL000168685,0,Normal
DL000168686,0,Normal
DL000168687,0,Normal
DL000168688,0,Normal
DL000168689,0,Normal
DL000168690,0,Normal
DL000168691,0,Normal
DL000168692,0,Normal
DL000168693,0,Normal
DL000168694,0,Normal
DL000168695,0,Normal
DL000168696,0,Normal
DL000168697,0,Normal
DL000168698,0,Normal
DL000168699,0,Normal
DL000168700,0,Normal
DL000168701,0,Normal
DL000168702,0,Normal
DL000168703,0,Normal
DL000168704,0,Normal
DL000168705,0,Normal
DL000168706,0,Normal
DL000168707,0,Normal
DL000168708,0,Normal
DL000168709,0,Normal
DL000168710,0,Delayed status
DL000168711,0,Normal
DL000168712,0,Normal
DL000168713,0,Normal
DL000168714,0,Normal
DL000168715,0,Normal
DL000168716,0,Normal
DL000168717,0,Normal
DL000168718,0,Normal
DL000168719,0,Normal
DL000168720,0,Normal
DL000168721,0,Normal
DL000168722,0,Normal
DL000168723,0,Normal
DL000168724,0,Normal
DL000168725,0,Normal
DL000168726,0,Normal
DL000168727,0,Delayed status
DL000168728,0,Normal
DL000168729,0,Normal
DL000168730,0,Normal
DL000168731,0,Normal
DL000168732,1,Delayed status
DL000168733,0,Normal
DL000168734,0,Normal
DL000168735,1,Delayed status
DL000168736,0,Normal
DL000168737,0,Normal
DL000168738,0,Normal
DL000168739,No,Long delivery duration
DL000168740,0,Normal
DL000168741,0,Delayed status
DL000168742,0,Normal
DL000168743,0,Normal
DL000168744,0,Normal
DL000168745,0,Normal
DL000168746,0,Normal
DL000168747,0,Normal
DL000168748,0,Normal
DL000168749,0,Normal
DL000168750,0,Normal
DL000168751,0,Normal
DL000168752,0,Normal
DL000168753,0,Normal
DL000168754,0,Normal
DL000168755,1,Delayed status
DL000168756,0,Normal
DL000168757,0,Normal
DL000168758,0,Normal
DL000168759,0,Normal
DL000168760,0,Normal
DL000168761,0,Normal
DL000168762,0,Normal
DL000168763,0,Normal
DL000168764,0,Normal
DL000168765,0,Delayed status
DL000168766,0,Normal
DL000168767,1,Delayed status
DL000168768,0,Normal
DL000168769,1,Delayed status
DL000168770,0,Delayed status
DL000168771,0,Normal
DL000168772,0,Delayed status
DL000168773,0,Normal
DL000168774,0,Normal
DL000168775,0,Normal
DL000168776,0,Normal
DL000168777,0,Normal
DL000168778,0,Normal
DL000168779,0,Normal
DL000168780,0,Long delivery duration
DL000168781,1,Delayed status
DL000168782,0,Long delivery duration
DL000168783,0,Normal
DL000168784,0,Normal
DL000168785,0,Normal
DL000168786,0,Normal
DL000168787,0,Long delivery duration
DL000168788,0,Normal
DL000168789,0,Normal
DL000168790,0,Normal
DL000168791,0,Delayed status
DL000168792,0,Normal
DL000168793,0,Normal
DL000168794,0,Normal
DL000168795,0,Normal
DL000168796,0,Normal
DL000168797,0,Long delivery distance
DL000168798,1,Long delivery duration
DL000168799,0,Delayed status
DL000168800,0,Normal
DL000168801,1,Delayed status
DL000168802,0,Long delivery duration
DL000168803,0,Normal
DL000168804,0,Normal
DL000168805,0,Normal
DL000168806,0,Normal
DL000168807,0,Normal
DL000168808,1,Delayed status
DL000168809,0,Normal
DL000168810,1,Delayed status
DL000168811,0,Long delivery duration
DL000168812,0,Normal
DL000168813,0,Long delivery duration
DL000168814,0,Normal
DL000168815,0,Long delivery duration
DL000168816,0,Normal
DL000168817,0,Normal
DL000168818,0,Normal
DL000168819,0,Normal
DL000168820,0,Normal
DL000168821,0,Normal
DL000168822,0,Normal
DL000168823,0,Normal
DL000168824,0,Normal
DL000168825,0,Normal
DL000168826,0,Normal
DL000168827,0,Normal
DL000168828,0,Normal
DL000168829,0,Normal
DL000168830,0,Normal
DL000168831,0,Delayed status
DL000168832,0,Normal
DL000168833,0,Normal
DL000168834,0,Normal
DL000168835,0,Normal
DL000168836,0,Normal
DL000168837,0,Normal
DL000168838,0,Normal
DL000168839,0,Normal
DL000168840,0,Normal
DL000168841,0,Normal
DL000168842,0,Normal
DL000168843,0,Normal
DL000168844,0,Normal
DL000168845,0,Normal
DL000168846,0,Delayed status
DL000168847,0,Normal
DL000168848,0,Normal
DL000168849,0,Normal
DL000168850,0,Normal
DL000168851,0,Normal
DL000168852,0,Normal
DL000168853,0,Normal
DL000168854,0,Normal
DL000168855,0,Normal
DL000168856,0,Normal
DL000168857,0,Normal
DL000168858,1,Normal
DL000168859,0,Normal
DL000168860,1,Normal
DL000168861,0,Normal
DL000168862,0,Normal
DL000168863,0,Normal
DL000168864,1,Normal
DL000168865,0,Normal
DL000168866,0,Normal
DL000168867,0,Normal
DL000168868,No,Normal
DL000168869,0,Normal
DL000168870,1,Delayed status
DL000168871,0,Normal
DL000168872,0,Normal
DL000168873,0,Normal
DL000168874,0,Normal
DL000168875,1,Delayed status
DL000168876,0,Normal
DL000168877,0,Normal
DL000168878,0,Normal
DL000168879,0,Normal
DL000168880,0,Normal
DL000168881,1,Delayed status
DL000168882,0,Normal
DL000168883,0,Normal
DL000168884,0,Normal
DL000168885,0,Normal
DL000168886,0,Normal
DL000168887,0,Normal
DL000168888,0,Normal
DL000168889,0,Normal
DL000168890,0,Normal
DL000168891,0,Normal
DL000168892,0,Normal
DL000168893,0,Normal
DL000168894,0,Normal
DL000168895,0,Normal
DL000168896,0,Normal
DL000168897,0,Normal
DL000168898,0,Normal
DL000168899,0,Normal
DL000168900,0,Normal
DL000168901,0,Normal
DL000168902,0,Normal
DL000168903,0,Normal
DL000168904,0,Normal
DL000168905,0,Normal
DL000168906,0,Long delivery duration
DL000168907,0,Delayed status
DL000168908,0,Normal
DL000168909,0,Normal
DL000168910,0,Normal
DL000168911,0,Normal
DL000168912,0,Normal
DL000168913,0,Normal
DL000168914,0,Normal
DL000168915,0,Normal
DL000168916,0,Delayed status
DL000168917,0,Normal
DL000168918,1,Normal
DL000168919,0,Normal
DL000168920,0,Normal
DL000168921,0,Delayed status
DL000168922,0,Normal
DL000168923,0,Long delivery duration
DL000168924,0,Normal
DL000168925,0,Normal
DL000168926,0,Normal
DL000168927,0,Normal
DL000168928,0,Normal
DL000168929,0,Normal
DL000168930,0,Normal
DL000168931,0,Normal
DL000168932,0,Normal
DL000168933,0,Normal
DL000168934,0,Normal
DL000168935,0,Normal
DL000168936,0,Normal
DL000168937,0,Normal
DL000168938,0,Long delivery duration
DL000168939,0,Normal
DL000168940,0,Normal
DL000168941,0,Normal
DL000168942,0,Delayed status
DL000168943,0,Normal
DL000168944,0,Normal
DL000168945,0,Normal
DL000168946,0,Normal
DL000168947,0,Delayed status
DL000168948,0,Normal
DL000168949,0,Normal
DL000168950,0,Long delivery distance
DL000168951,0,Normal
DL000168952,0,Delayed status
DL000168953,0,Normal
DL000168954,0,Long delivery duration
DL000168955,0,Normal
DL000168956,0,Normal
DL000168957,0,Normal
DL000168958,0,Normal
DL000168959,0,Normal
DL000168960,0,Normal
DL000168961,0,Normal
DL000168962,1,Delayed status
DL000168963,1,Delayed status
DL000168964,0,Normal
DL000168965,0,Normal
DL000168966,0,Normal
DL000168967,0,Normal
DL000168968,0,Normal
DL000168969,0,Normal
DL000168970,0,Normal
DL000168971,0,Normal
DL000168972,0,Normal
DL000168973,0,Normal
DL000168974,0,Normal
DL000168975,0,Normal
DL000168976,0,Normal
DL000168977,0,Normal
DL000168978,0,Normal
DL000168979,0,Normal
DL000168980,0,Normal
DL000168981,1,Long delivery duration
DL000168982,0,Normal
DL000168983,0,Normal
DL000168984,0,Normal
DL000168985,0,Normal
DL000168986,0,Normal
DL000168987,0,Normal
DL000168988,0,Long delivery duration
DL000168989,0,Long delivery duration
DL000168990,0,Normal
DL000168991,0,Normal
DL000168992,0,Normal
DL000168993,1,Delayed status
DL000168994,0,Delayed status
DL000168995,1,Delayed status
DL000168996,0,Normal
DL000168997,0,Normal
DL000168998,1,Delayed status
DL000168999,0,Normal
DL000169000,0,Long delivery duration
DL000169001,0,Normal
DL000169002,0,Normal
DL000169003,0,Normal
DL000169004,1,Delayed status
DL000169005,1,Delayed status
DL000169006,0,Normal
DL000169007,0,Normal
DL000169008,1,Delayed status
DL000169009,0,Normal
DL000169010,0,Delayed status
DL000169011,0,Normal
DL000169012,0,Normal
DL000169013,1,Delayed status
DL000169014,1,Delayed status
DL000169015,0,Normal
DL000169016,0,Normal
DL000169017,0,Normal
DL000169018,0,Normal
DL000169019,0,Normal
DL000169020,0,Normal
DL000169021,0,Normal
DL000169022,1,Delayed status
DL000169023,0,Normal
DL000169024,0,Normal
DL000169025,0,Long delivery duration
DL000169026,0,Normal
DL000169027,0,Normal
DL000169028,0,Normal
DL000169029,0,Normal
DL000169030,0,Normal
DL000169031,0,Normal
DL000169032,0,Normal
DL000169033,0,Normal
DL000169034,0,Normal
DL000169035,1,Delayed status
DL000169036,0,Normal
DL000169037,0,Normal
DL000169038,0,Normal
DL000169039,1,Long delivery duration
DL000169040,0,Normal
DL000169041,0,Normal
DL000169042,0,Normal
DL000169043,0,Normal
DL000169044,0,Normal
DL000169045,0,Normal
DL000169046,0,Normal
DL000169047,0,Normal
DL000169048,0,Normal
DL000169049,0,Normal
DL000169050,1,Normal
DL000169051,0,Normal
DL000169052,0,Normal
DL000169053,0,Delayed status
DL000169054,0,Normal
DL000169055,0,Normal
DL000169056,0,Normal
DL000169057,0,Normal
DL000169058,0,Normal
DL000169059,0,Normal
DL000169060,0,Normal
DL000169061,0,Normal
DL000169062,0,Normal
DL000169063,0,Normal
DL000169064,0,Normal
DL000169065,0,Normal
DL000169066,0,Long delivery duration
DL000169067,0,Normal
DL000169068,0,Normal
DL000169069,0,Normal
DL000169070,0,Normal
DL000169071,0,Normal
DL000169072,0,Normal
DL000169073,0,Delayed status
DL000169074,0,Normal
DL000169075,0,Normal
DL000169076,0,Normal
DL000169077,0,Normal
DL000169078,0,Normal
DL000169079,0,Normal
DL000169080,0,Normal
DL000169081,0,Normal
DL000169082,0,Normal
DL000169083,0,Normal
DL000169084,0,Normal
DL000169085,0,Normal
DL000169086,0,Delayed status
DL000169087,0,Normal
DL000169088,0,Normal
DL000169089,0,Normal
DL000169090,0,Delayed status
DL000169091,0,Normal
DL000169092,1,Normal
DL000169093,0,Normal
DL000169094,0,Long delivery duration
DL000169095,0,Long delivery duration
DL000169096,0,Normal
DL000169097,0,Delayed status
DL000169098,0,Normal
DL000169099,0,Normal
DL000169100,0,Normal
DL000169101,0,Normal
DL000169102,0,Normal
DL000169103,0,Normal
DL000169104,0,Normal
DL000169105,1,Delayed status
DL000169106,0,Normal
DL000169107,0,Normal
DL000169108,0,Normal
DL000169109,0,Normal
DL000169110,0,Normal
DL000169111,0,Normal
DL000169112,0,Long delivery duration
DL000169113,0,Normal
DL000169114,0,Normal
DL000169115,0,Normal
DL000169116,1,Delayed status
DL000169117,0,Normal
DL000169118,0,Normal
DL000169119,1,Delayed status
DL000169120,0,Normal
DL000169121,1,Normal
DL000169122,0,Long delivery duration
DL000169123,0,Normal
DL000169124,0,Normal
DL000169125,0,Normal
DL000169126,0,Normal
DL000169127,0,Normal
DL000169128,0,Normal
DL000169129,0,Normal
DL000169130,0,Normal
DL000169131,0,Normal
DL000169132,0,Normal
DL000169133,0,Normal
DL000169134,0,Normal
DL000169135,0,Normal
DL000169136,0,Normal
DL000169137,0,Normal
DL000169138,0,Normal
DL000169139,0,Normal
DL000169140,0,Delayed status
DL000169141,0,Normal
DL000169142,1,Normal
DL000169143,0,Normal
DL000169144,0,Normal
DL000169145,0,Normal
DL000169146,0,Delayed status
DL000169147,0,Normal
DL000169148,0,Normal
DL000169149,0,Normal
DL000169150,0,Normal
DL000169151,0,Normal
DL000169152,1,Delayed status
DL000169153,0,Normal
DL000169154,0,Normal
DL000169155,0,Long delivery duration
DL000169156,1,Normal
DL000169157,0,Long delivery duration
DL000169158,0,Normal
DL000169159,1,Long delivery duration
DL000169160,0,Normal
DL000169161,0,Normal
DL000169162,0,Normal
DL000169163,0,Normal
DL000169164,0,Normal
DL000169165,0,Normal
DL000169166,1,Delayed status
DL000169167,0,Long delivery duration
DL000169168,0,Long delivery duration
DL000169169,0,Normal
DL000169170,0,Normal
DL000169171,0,Normal
DL000169172,1,Delayed status
DL000169173,1,Normal
DL000169174,0,Normal
DL000169175,0,Normal
DL000169176,1,Normal
DL000169177,0,Normal
DL000169178,0,Normal
DL000169179,0,Normal
DL000169180,0,Normal
DL000169181,0,Delayed status
DL000169182,0,Normal
DL000169183,0,Normal
DL000169184,0,Normal
DL000169185,0,Normal
DL000169186,0,Normal
DL000169187,0,Normal
DL000169188,0,Normal
DL000169189,0,Normal
DL000169190,0,Normal
DL000169191,0,Normal
DL000169192,0,Normal
DL000169193,0,Normal
DL000169194,0,Normal
DL000169195,0,Normal
DL000169196,0,Normal
DL000169197,0,Long delivery duration
DL000169198,0,Normal
DL000169199,0,Normal
DL000169200,0,Normal
DL000169201,0,Normal
DL000169202,0,Normal
DL000169203,0,Delayed status
DL000169204,0,Normal
DL000169205,0,Delayed status
DL000169206,0,Normal
DL000169207,0,Normal
DL000169208,0,Normal
DL000169209,0,Normal
DL000169210,0,Normal
DL000169211,0,Normal
DL000169212,0,Normal
DL000169213,0,Normal
DL000169214,0,Normal
DL000169215,0,Normal
DL000169216,0,Normal
DL000169217,0,Normal
DL000169218,0,Normal
DL000169219,0,Normal
DL000169220,0,Normal
DL000169221,1,Long delivery duration
DL000169222,0,Normal
DL000169223,0,Normal
DL000169224,0,Normal
DL000169225,0,Normal
DL000169226,0,Normal
DL000169227,0,Normal
DL000169228,1,Delayed status
DL000169229,0,Delayed status
DL000169230,0,Normal
DL000169231,1,Delayed status
DL000169232,0,Normal
DL000169233,0,Delayed status
DL000169234,0,Normal
DL000169235,0,Normal
DL000169236,0,Normal
DL000169237,1,Delayed status
DL000169238,0,Normal
DL000169239,1,Delayed status
DL000169240,1,Normal
DL000169241,0,Normal
DL000169242,0,Normal
DL000169243,0,Long delivery duration
DL000169244,0,Normal
DL000169245,0,Normal
DL000169246,0,Normal
DL000169247,0,Long delivery duration
DL000169248,0,Normal
DL000169249,0,Normal
DL000169250,0,Normal
DL000169251,0,Normal
DL000169252,0,Normal
DL000169253,0,Normal
DL000169254,0,Normal
DL000169255,0,Normal
DL000169256,0,Long delivery duration
DL000169257,0,Delayed status
DL000169258,0,Normal
DL000169259,0,Normal
DL000169260,0,Normal
DL000169261,0,Normal
DL000169262,0,Normal
DL000169263,0,Normal
DL000169264,0,Normal
DL000169265,0,Normal
DL000169266,0,Normal
DL000169267,0,Normal
DL000169268,0,Normal
DL000169269,0,Normal
DL000169270,1,Long delivery duration
DL000169271,0,Normal
DL000169272,0,Normal
DL000169273,0,Normal
DL000169274,0,Normal
DL000169275,0,Normal
DL000169276,0,Normal
DL000169277,0,Normal
DL000169278,0,Normal
DL000169279,0,Normal
DL000169280,0,Normal
DL000169281,0,Normal
DL000169282,0,Delayed status
DL000169283,0,Normal
DL000169284,0,Normal
DL000169285,0,Normal
DL000169286,0,Normal
DL000169287,0,Normal
DL000169288,0,Normal
DL000169289,0,Normal
DL000169290,0,Normal
DL000169291,1,Delayed status
DL000169292,0,Normal
DL000169293,0,Normal
DL000169294,0,Normal
DL000169295,0,Normal
DL000169296,0,Normal
DL000169297,0,Normal
DL000169298,0,Normal
DL000169299,0,Normal
DL000169300,0,Normal
DL000169301,0,Normal
DL000169302,0,Normal
DL000169303,0,Normal
DL000169304,0,Normal
DL000169305,0,Normal
DL000169306,0,Normal
DL000169307,0,Long delivery duration
DL000169308,0,Normal
DL000169309,0,Normal
DL000169310,0,Normal
DL000169311,0,Normal
DL000169312,0,Long delivery duration
DL000169313,0,Normal
DL000169314,0,Normal
DL000169315,0,Normal
DL000169316,0,Normal
DL000169317,0,Long delivery duration
DL000169318,0,Normal
DL000169319,0,Long delivery duration
DL000169320,0,Normal
DL000169321,0,Normal
DL000169322,0,Delayed status
DL000169323,0,Normal
DL000169324,1,Normal
DL000169325,0,Normal
DL000169326,0,Normal
DL000169327,1,Long delivery duration
DL000169328,0,Normal
DL000169329,0,Normal
DL000169330,0,Normal
DL000169331,0,Normal
DL000169332,1,Delayed status
DL000169333,0,Normal
DL000169334,1,Delayed status
DL000169335,0,Normal
DL000169336,1,Delayed status
DL000169337,0,Normal
DL000169338,1,Delayed status
DL000169339,0,Normal
DL000169340,0,Normal
DL000169341,0,Normal
DL000169342,0,Normal
DL000169343,0,Delayed status
DL000169344,0,Normal
DL000169345,0,Normal
DL000169346,0,Normal
DL000169347,0,Normal
DL000169348,0,Normal
DL000169349,0,Normal
DL000169350,0,Normal
DL000169351,0,Normal
DL000169352,0,Normal
DL000169353,0,Normal
DL000169354,0,Normal
DL000169355,0,Normal
DL000169356,0,Normal
DL000169357,0,Long delivery duration
DL000169358,0,Delayed status
DL000169359,0,Delayed status
DL000169360,0,Normal
DL000169361,0,Normal
DL000169362,0,Normal
DL000169363,1,Delayed status
DL000169364,0,Normal
DL000169365,0,Normal
DL000169366,0,Normal
DL000169367,No,Delayed status
DL000169368,1,Normal
DL000169369,0,Normal
DL000169370,0,Normal
DL000169371,0,Normal
DL000169372,0,Normal
DL000169373,1,Normal
DL000169374,0,Normal
DL000169375,1,Normal
DL000169376,0,Normal
DL000169377,1,Delayed status
DL000169378,0,Normal
DL000169379,0,Normal
DL000169380,0,Normal
DL000169381,0,Normal
DL000169382,0,Normal
DL000169383,0,Normal
DL000169384,0,Long delivery duration
DL000169385,0,Normal
DL000169386,0,Normal
DL000169387,0,Normal
DL000169388,0,Delayed status
DL000169389,0,Normal
DL000169390,0,Normal
DL000169391,0,Normal
DL000169392,0,Normal
DL000169393,0,Normal
DL000169394,0,Normal
DL000169395,1,Delayed status
DL000169396,0,Delayed status
DL000169397,0,Normal
DL000169398,Yes,Long delivery duration
DL000169399,0,Normal
DL000169400,0,Normal
DL000169401,0,Normal
DL000169402,0,Long delivery duration
DL000169403,1,Delayed status
DL000169404,0,Normal
DL000169405,0,Normal
DL000169406,0,Delayed status
DL000169407,0,Normal
DL000169408,0,Normal
DL000169409,1,Long delivery duration
DL000169410,0,Normal
DL000169411,0,Normal
DL000169412,0,Normal
DL000169413,0,Normal
DL000169414,0,Normal
DL000169415,1,Normal
DL000169416,0,Normal
DL000169417,0,Normal
DL000169418,0,Normal
DL000169419,0,Normal
DL000169420,0,Normal
DL000169421,0,Normal
DL000169422,0,Normal
DL000169423,0,Normal
DL000169424,0,Normal
DL000169425,0,Normal
DL000169426,0,Normal
DL000169427,0,Normal
DL000169428,0,Normal
DL000169429,0,Normal
DL000169430,0,Normal
DL000169431,0,Normal
DL000169432,1,Delayed status
DL000169433,0,Normal
DL000169434,0,Normal
DL000169435,0,Normal
DL000169436,0,Normal
DL000169437,1,Normal
DL000169438,0,Normal
DL000169439,0,Long delivery duration
DL000169440,1,Delayed status
DL000169441,1,Normal
DL000169442,0,Delayed status
DL000169443,0,Normal
DL000169444,0,Normal
DL000169445,0,Normal
DL000169446,0,Delayed status
DL000169447,0,Normal
DL000169448,0,Normal
DL000169449,0,Normal
DL000169450,0,Normal
DL000169451,0,Normal
DL000169452,1,Delayed status
DL000169453,0,Normal
DL000169454,0,Normal
DL000169455,1,Delayed status
DL000169456,0,Normal
DL000169457,0,Normal
DL000169458,0,Normal
DL000169459,1,Long delivery duration
DL000169460,0,Normal
DL000169461,0,Normal
DL000169462,0,Normal
DL000169463,0,Normal
DL000169464,1,Delayed status
DL000169465,0,Normal
DL000169466,0,Normal
DL000169467,0,Normal
DL000169468,0,Normal
DL000169469,0,Normal
DL000169470,0,Normal
DL000169471,0,Normal
DL000169472,0,Normal
DL000169473,0,Normal
DL000169474,0,Normal
DL000169475,0,Normal
DL000169476,1,Delayed status
DL000169477,0,Normal
DL000169478,0,Normal
DL000169479,0,Normal
DL000169480,0,Normal
DL000169481,0,Normal
DL000169482,0,Normal
DL000169483,0,Normal
DL000169484,1,Delayed status
DL000169485,0,Normal
DL000169486,0,Normal
DL000169487,1,Delayed status
DL000169488,0,Normal
DL000169489,1,Delayed status
DL000169490,0,Normal
DL000169491,0,Normal
DL000169492,0,Normal
DL000169493,1,Delayed status
DL000169494,0,Normal
DL000169495,0,Normal
DL000169496,0,Normal
DL000169497,0,Normal
DL000169498,0,Normal
DL000169499,0,Normal
DL000169500,0,Normal
DL000169501,0,Delayed status
DL000169502,1,Normal
DL000169503,Yes,Long delivery duration
DL000169504,0,Normal
DL000169505,1,Delayed status
DL000169506,0,Normal
DL000169507,0,Normal
DL000169508,0,Long delivery duration
DL000169509,0,Normal
DL000169510,0,Normal
DL000169511,0,Normal
DL000169512,0,Normal
DL000169513,0,Normal
DL000169514,0,Normal
DL000169515,0,Normal
DL000169516,1,Delayed status
DL000169517,0,Normal
DL000169518,0,Normal
DL000169519,0,Normal
DL000169520,0,Normal
DL000169521,0,Normal
DL000169522,0,Normal
DL000169523,0,Normal
DL000169524,0,Normal
DL000169525,0,Normal
DL000169526,0,Normal
DL000169527,0,Normal
DL000169528,0,Normal
DL000169529,0,Normal
DL000169530,0,Normal
DL000169531,0,Normal
DL000169532,0,Normal
DL000169533,0,Normal
DL000169534,0,Normal
DL000169535,0,Normal
DL000169536,0,Normal
DL000169537,0,Normal
DL000169538,0,Normal
DL000169539,0,Normal
DL000169540,0,Long delivery duration
DL000169541,0,Normal
DL000169542,1,Normal
DL000169543,0,Normal
DL000169544,0,Normal
DL000169545,0,Normal
DL000169546,0,Normal
DL000169547,0,Normal
DL000169548,0,Normal
DL000169549,0,Long delivery duration
DL000169550,0,Normal
DL000169551,0,Long delivery duration
DL000169552,0,Normal
DL000169553,0,Normal
DL000169554,0,Normal
DL000169555,0,Normal
DL000169556,0,Delayed status
DL000169557,0,Normal
DL000169558,0,Normal
DL000169559,0,Normal
DL000169560,1,Delayed status
DL000169561,0,Normal
DL000169562,0,Normal
DL000169563,0,Normal
DL000169564,0,Normal
DL000169565,0,Normal
DL000169566,1,Long delivery duration
DL000169567,0,Normal
DL000169568,0,Delayed status
DL000169569,1,Delayed status
DL000169570,1,Long delivery duration
DL000169571,0,Normal
DL000169572,0,Normal
DL000169573,0,Normal
DL000169574,0,Normal
DL000169575,1,Delayed status
DL000169576,0,Normal
DL000169577,0,Normal
DL000169578,0,Normal
DL000169579,0,Normal
DL000169580,0,Normal
DL000169581,0,Normal
DL000169582,0,Normal
DL000169583,0,Delayed status
DL000169584,0,Normal
DL000169585,0,Normal
DL000169586,0,Normal
DL000169587,0,Normal
DL000169588,0,Normal
DL000169589,0,Normal
DL000169590,0,Normal
DL000169591,0,Delayed status
DL000169592,0,Normal
DL000169593,0,Normal
DL000169594,0,Normal
DL000169595,0,Normal
DL000169596,0,Normal
DL000169597,0,Normal
DL000169598,0,Normal
DL000169599,0,Normal
DL000169600,0,Normal
DL000169601,0,Normal
DL000169602,0,Normal
DL000169603,0,Normal
DL000169604,0,Normal
DL000169605,0,Normal
DL000169606,0,Normal
DL000169607,0,Normal
DL000169608,0,Normal
DL000169609,0,Delayed status
DL000169610,0,Normal
DL000169611,0,Normal
DL000169612,0,Normal
DL000169613,0,Long delivery duration
