vehicle_id,vehicle_type,vehicle_age_years,capacity_kg,fuel_type,maintenance_score,current_mileage_km
V006635,Medium Truck,4,8000,Diesel,65.21,334283.0
V006636,Light Truck,7,3500,Diesel,87.11,176305.0
V006637,Light Truck,10,3500,Diesel,75.44,317888.0
V006638,Van,8,1000,Petrol,72.54,181517.0
V006639,Motorbike,5,50,Petrol,73.71,259653.0
V006640,Light Truck,14,3500,Diesel,76.96,188526.0
V006641,Light Truck,4,3500,Diesel,81.85,156077.0
V006642,Van,0,1000,Petrol,93.91,103380.0
V006643,Van,14,1000,Petrol,100.0,170932.0
V006644,Heavy Truck,6,20000,Diesel,97.7,105130.0
V006645,Van,14,1000,Petrol,61.35,194200.0
V006646,Medium Truck,11,8000,Diesel,84.49,225643.0
V006647,Medium Truck,8,8000,Diesel,85.93,143891.0
V006648,Motorbike,7,50,Petrol,69.41,109178.0
V006649,Light Truck,11,3500,Diesel,92.28,179651.0
V006650,Light Truck,13,3500,Diesel,99.36,27442.0
V006651,Medium Truck,4,8000,Diesel,85.43,189011.0
V006652,Light Truck,3,3500,Diesel,79.74,93945.0
V006653,Light Truck,10,3500,Diesel,68.09,229194.0
V006654,Van,11,1000,Petrol,80.86,311200.0
V006655,Motorbike,6,50,Petrol,98.04,185591.0
V006656,Van,2,1000,Petrol,57.24,113705.0
V006657,Van,1,1000,Petrol,77.51,93856.0
V006658,Motorbike,13,50,Petrol,80.5,278181.0
V006659,Motorbike,4,50,Petrol,100.0,279811.0
V006660,Van,2,1000,Petrol,88.25,77102.0
V006661,Medium Truck,12,8000,Diesel,96.17,90167.0
V006662,Light Truck,4,3500,Diesel,83.98,49045.0
V006663,Medium Truck,6,8000,Diesel,87.32,184313.0
V006664,Light Truck,13,3500,Diesel,87.17,220787.0
V006665,Medium Truck,10,8000,Diesel,77.18,297418.0
V006666,Medium Truck,4,8000,Diesel,53.83,264274.0
V006667,Light Truck,0,3500,Diesel,77.82,20323.0
V006668,Van,11,1000,Petrol,72.93,238628.0
V006669,Medium Truck,2,8000,Diesel,83.25,52606.0
V006670,Light Truck,11,3500,Diesel,82.77,192659.0
V006671,Light Truck,8,3500,Diesel,84.2,218923.0
V006672,Medium Truck,3,8000,Diesel,88.8,218704.0
V006673,Van,12,1000,Petrol,87.31,99859.0
V006674,Light Truck,11,3500,Diesel,100.0,204232.0
V006675,Heavy Truck,2,20000,Diesel,83.16,246288.0
V006676,Motorbike,10,50,Petrol,100.0,93650.0
V006677,Heavy Truck,14,20000,Diesel,79.24,259510.0
V006678,Medium Truck,5,8000,Diesel,65.04,33787.0
V006679,Light Truck,8,3500,Diesel,100.0,216186.0
V006680,Medium Truck,12,8000,Diesel,62.09,196215.0
V006681,Van,13,1000,Petrol,85.25,57947.0
V006682,Van,6,1000,Petrol,73.73,33601.0
V006683,Light Truck,6,3500,Diesel,71.76,199808.0
V006684,Heavy Truck,11,20000,Diesel,90.14,319758.0
V006685,Medium Truck,12,8000,Diesel,80.34,196214.0
V006686,Medium Truck,5,8000,Diesel,90.49,239380.0
V006687,Van,3,1000,Petrol,100.0,149147.0
V006688,Medium Truck,11,8000,Diesel,90.1,245574.0
V006689,Van,4,1000,Petrol,82.29,145483.0
V006690,Heavy Truck,0,20000,Diesel,71.95,136060.0
V006691,Van,7,1000,Petrol,76.03,108990.0
V006692,Van,6,1000,Petrol,70.04,158015.0
V006693,Light Truck,4,3500,Diesel,70.7,73795.0
V006694,Light Truck,5,3500,Diesel,69.03,162218.0
V006695,Medium Truck,11,8000,Diesel,50.03,22793.0
V006696,Medium Truck,14,8000,Diesel,84.31,344961.0
V006697,Motorbike,9,50,Petrol,99.96,254087.0
V006698,Medium Truck,0,8000,Diesel,94.63,260364.0
V006699,Medium Truck,11,8000,Diesel,82.26,98817.0
V006700,Light Truck,1,3500,Diesel,85.04,216773.0
V006701,Heavy Truck,2,20000,Diesel,79.38,48050.0
V006702,Light Truck,13,3500,Diesel,77.82,227660.0
V006703,Van,10,1000,Petrol,69.77,146772.0
V006704,Light Truck,12,3500,Diesel,98.42,16237.0
V006705,Van,11,1000,Petrol,77.41,277719.0
V006706,Van,9,1000,Petrol,94.27,284885.0
V006707,Van,0,1000,Petrol,55.99,311386.0
V006708,Light Truck,11,3500,Diesel,76.96,353376.0
V006709,Van,3,1000,Petrol,92.44,140958.0
V006710,Medium Truck,8,8000,Diesel,71.91,335764.0
V006711,Medium Truck,7,8000,Diesel,68.33,155085.0
V006712,Medium Truck,13,8000,Diesel,77.9,151106.0
V006713,Heavy Truck,5,20000,Diesel,66.74,176724.0
V006714,Van,14,1000,Petrol,91.65,227881.0
V006715,Medium Truck,10,8000,Diesel,100.0,127759.0
V006716,Medium Truck,8,8000,Diesel,78.51,216311.0
V006717,Motorbike,11,50,Petrol,78.32,226094.0
V006718,Light Truck,14,3500,Diesel,73.87,1000.0
V006719,Van,13,1000,Petrol,100.0,171905.0
V006720,Light Truck,1,3500,Diesel,94.32,255082.0
V006721,Heavy Truck,10,20000,Diesel,77.69,192415.0
V006722,Medium Truck,1,8000,Diesel,80.37,230665.0
V006723,Medium Truck,6,8000,Diesel,93.6,201388.0
V006724,Van,14,1000,Petrol,100.0,339716.0
V006725,Van,0,1000,Petrol,100.0,328877.0
V006726,Medium Truck,0,8000,Diesel,82.05,116151.0
V006727,Van,7,1000,Petrol,61.48,115096.0
V006728,Van,4,1000,Petrol,80.12,126291.0
V006729,Medium Truck,9,8000,Diesel,89.8,133632.0
V006730,Light Truck,2,3500,Diesel,98.11,149938.0
V006731,Heavy Truck,12,20000,Diesel,68.59,352039.0
V006732,Medium Truck,9,8000,Diesel,73.7,199449.0
V006733,Medium Truck,8,8000,Diesel,71.29,344681.0
V006734,Motorbike,3,50,Petrol,97.14,217631.0
V006735,Van,13,1000,Petrol,71.56,224708.0
V006736,Light Truck,11,3500,Diesel,85.48,202121.0
V006737,Light Truck,0,3500,Diesel,80.15,261763.0
V006738,Medium Truck,12,8000,Diesel,87.89,198777.0
V006739,Medium Truck,10,8000,Diesel,91.46,314963.0
V006740,Heavy Truck,4,20000,Diesel,80.58,1000.0
V006741,Heavy Truck,14,20000,Diesel,86.25,149617.0
V006742,Light Truck,8,3500,Diesel,100.0,79598.0
V006743,Heavy Truck,7,20000,Diesel,85.32,174677.0
V006744,Van,13,1000,Petrol,76.05,128125.0
V006745,Light Truck,0,3500,Diesel,87.88,88996.0
V006746,Light Truck,14,3500,Diesel,78.61,15542.0
V006747,Heavy Truck,14,20000,Diesel,78.61,161144.0
V006748,Van,4,1000,Petrol,68.41,118866.0
V006749,Medium Truck,2,8000,Diesel,75.57,115425.0
V006750,Medium Truck,11,8000,Diesel,84.8,84200.0
V006751,Light Truck,8,3500,Diesel,70.12,73871.0
V006752,Light Truck,5,3500,Diesel,77.63,247559.0
V006753,Light Truck,7,3500,Diesel,100.0,10846.0
V006754,Medium Truck,11,8000,Diesel,90.49,93832.0
V006755,Van,10,1000,Petrol,84.52,234579.0
V006756,Light Truck,13,3500,Diesel,68.05,346801.0
V006757,Van,2,1000,Petrol,77.26,154191.0
V006758,Light Truck,0,3500,Diesel,78.94,202085.0
V006759,Motorbike,7,50,Petrol,76.54,180806.0
V006760,Medium Truck,2,8000,Diesel,88.94,159518.0
V006761,Motorbike,10,50,Petrol,63.76,32627.0
V006762,Light Truck,3,3500,Diesel,85.36,111154.0
V006763,Van,4,1000,Petrol,89.69,271334.0
V006764,Heavy Truck,4,20000,Diesel,73.67,264509.0
V006765,Medium Truck,13,8000,Diesel,72.81,135512.0
V006766,Light Truck,14,3500,Diesel,80.94,43770.0
V006767,Light Truck,10,3500,Diesel,88.38,229571.0
V006768,Van,6,1000,Petrol,99.37,187617.0
V006769,Heavy Truck,7,20000,Diesel,94.27,108247.0
V006770,Medium Truck,11,8000,Diesel,92.66,254031.0
V006771,Light Truck,5,3500,Diesel,90.66,135121.0
V006772,Medium Truck,0,8000,Diesel,78.17,122285.0
V006773,Van,3,1000,Petrol,68.64,178179.0
V006774,Medium Truck,11,8000,Diesel,71.27,71432.0
V006775,Van,7,1000,Petrol,80.73,7689.0
V006776,Van,11,1000,Petrol,72.45,299417.0
V006777,Van,6,1000,Petrol,99.27,120115.0
V006778,Light Truck,14,3500,Diesel,87.99,208161.0
V006779,Van,2,1000,Petrol,86.85,334792.0
V006780,Heavy Truck,7,20000,Diesel,100.0,201851.0
V006781,Medium Truck,12,8000,Diesel,81.36,169150.0
V006782,Heavy Truck,7,20000,Diesel,96.43,92911.0
V006783,Van,6,1000,Petrol,65.83,304858.0
V006784,Light Truck,4,3500,Diesel,79.98,182682.0
V006785,Light Truck,12,3500,Diesel,69.77,181408.0
V006786,Light Truck,4,3500,Diesel,68.0,259276.0
V006787,Medium Truck,5,8000,Diesel,60.35,220669.0
V006788,Medium Truck,11,8000,Diesel,92.81,210541.0
V006789,Heavy Truck,5,20000,Diesel,73.4,211504.0
V006790,Van,2,1000,Petrol,90.13,275946.0
V006791,Van,5,1000,Petrol,86.39,141378.0
V006792,Light Truck,1,3500,Diesel,80.74,142820.0
V006793,Light Truck,12,3500,Diesel,86.88,115006.0
V006794,Medium Truck,14,8000,Diesel,71.59,162597.0
V006795,Van,10,1000,Petrol,78.71,233766.0
V006796,Light Truck,3,3500,Diesel,79.81,265158.0
V006797,Light Truck,2,3500,Diesel,82.6,358708.0
V006798,Van,10,1000,Petrol,65.89,133340.0
V006799,Light Truck,1,3500,Diesel,79.21,88260.0
V006800,Medium Truck,7,8000,Diesel,91.59,124080.0
V006801,Van,0,1000,Petrol,78.79,126506.0
V006802,Van,10,1000,Petrol,86.49,121432.0
V006803,Medium Truck,13,8000,Diesel,73.08,98609.0
V006804,Light Truck,3,3500,Diesel,100.0,1000.0
V006805,Light Truck,6,3500,Diesel,84.35,143875.0
V006806,Light Truck,12,3500,Diesel,75.95,123579.0
V006807,Van,9,1000,Petrol,77.19,200500.0
V006808,Van,9,1000,Petrol,81.33,107688.0
V006809,Medium Truck,6,8000,Diesel,90.08,118535.0
V006810,Light Truck,2,3500,Diesel,90.14,15930.0
V006811,Light Truck,10,3500,Diesel,83.73,198405.0
V006812,Medium Truck,11,8000,Diesel,100.0,201152.0
V006813,Light Truck,6,3500,Diesel,68.75,123498.0
V006814,Medium Truck,11,8000,Diesel,85.49,179481.0
V006815,Heavy Truck,0,20000,Diesel,89.69,286653.0
V006816,Light Truck,14,3500,Diesel,70.81,321586.0
V006817,Van,13,1000,Petrol,70.18,299720.0
V006818,Light Truck,13,3500,Diesel,81.29,236355.0
V006819,Light Truck,4,3500,Diesel,86.05,135974.0
V006820,Medium Truck,2,8000,Diesel,100.0,175892.0
V006821,Van,7,1000,Petrol,79.98,219645.0
V006822,Van,9,1000,Petrol,82.5,14361.0
V006823,Light Truck,0,3500,Diesel,96.57,82557.0
V006824,Van,4,1000,Petrol,84.04,38477.0
V006825,Light Truck,13,3500,Diesel,70.09,260612.0
V006826,Light Truck,5,3500,Diesel,79.15,88676.0
V006827,Medium Truck,2,8000,Diesel,90.14,216441.0
V006828,Heavy Truck,2,20000,Diesel,86.96,177725.0
V006829,Medium Truck,11,8000,Diesel,88.29,179321.0
V006830,Van,7,1000,Petrol,83.96,144057.0
V006831,Medium Truck,12,8000,Diesel,86.68,63261.0
V006832,Van,2,1000,Petrol,67.9,217092.0
V006833,Van,13,1000,Petrol,68.34,102577.0
V006834,Light Truck,5,3500,Diesel,81.37,298495.0
V006835,Light Truck,5,3500,Diesel,90.28,235221.0
V006836,Heavy Truck,4,20000,Diesel,62.78,208191.0
V006837,Medium Truck,12,8000,Diesel,70.29,283462.0
V006838,Motorbike,1,50,Petrol,72.02,76460.0
V006839,Heavy Truck,4,20000,Diesel,80.15,136230.0
V006840,Heavy Truck,8,20000,Diesel,76.24,168820.0
V006841,Light Truck,11,3500,Diesel,100.0,204096.0
V006842,Heavy Truck,9,20000,Diesel,68.78,130457.0
V006843,Heavy Truck,5,20000,Diesel,69.05,139704.0
V006844,Heavy Truck,3,20000,Diesel,65.43,255216.0
V006845,Medium Truck,7,8000,Diesel,81.5,327198.0
V006846,Van,7,1000,Petrol,62.75,198615.0
V006847,Van,6,1000,Petrol,83.49,230988.0
V006848,Light Truck,14,3500,Diesel,93.88,100502.0
V006849,Van,5,1000,Petrol,80.58,129946.0
V006850,Heavy Truck,4,20000,Diesel,85.88,293148.0
V006851,Van,10,1000,Petrol,55.48,122163.0
V006852,Medium Truck,14,8000,Diesel,83.89,105339.0
V006853,Van,11,1000,Petrol,80.23,207317.0
V006854,Light Truck,9,3500,Diesel,64.11,291861.0
V006855,Medium Truck,0,8000,Diesel,69.59,86254.0
V006856,Light Truck,1,3500,Diesel,90.32,159848.0
V006857,Van,10,1000,Petrol,80.06,179583.0
V006858,Van,0,1000,Petrol,51.67,160947.0
V006859,Van,3,1000,Petrol,95.31,108565.0
V006860,Van,14,1000,Petrol,82.6,234802.0
V006861,Motorbike,9,50,Petrol,82.77,183829.0
V006862,Motorbike,3,50,Petrol,58.87,298834.0
V006863,Heavy Truck,11,20000,Diesel,88.94,113979.0
V006864,Van,6,1000,Petrol,71.33,179178.0
V006865,Van,10,1000,Petrol,85.27,272552.0
V006866,Van,1,1000,Petrol,63.64,295421.0
V006867,Light Truck,13,3500,Diesel,72.86,237139.0
V006868,Heavy Truck,14,20000,Diesel,85.56,301387.0
V006869,Van,6,1000,Petrol,75.74,228203.0
V006870,Light Truck,3,3500,Diesel,68.01,135305.0
V006871,Van,3,1000,Petrol,72.81,184574.0
V006872,Light Truck,11,3500,Diesel,76.82,211165.0
V006873,Light Truck,5,3500,Diesel,94.19,135915.0
V006874,Van,10,1000,Petrol,92.23,1000.0
V006875,Van,2,1000,Petrol,68.13,249706.0
V006876,Medium Truck,0,8000,Diesel,61.8,333673.0
V006877,Van,6,1000,Petrol,81.97,125733.0
V006878,Van,8,1000,Petrol,67.95,110383.0
V006879,Van,1,1000,Petrol,92.68,101362.0
V006880,Light Truck,8,3500,Diesel,92.75,164519.0
V006881,Van,14,1000,Petrol,75.1,73441.0
V006882,Medium Truck,2,8000,Diesel,79.36,149544.0
V006883,Motorbike,3,50,Petrol,99.33,81767.0
V006884,Light Truck,13,3500,Diesel,62.84,235501.0
V006885,Van,13,1000,Petrol,58.5,243647.0
V006886,Van,4,1000,Petrol,91.04,93343.0
V006887,Medium Truck,4,8000,Diesel,100.0,115702.0
V006888,Light Truck,11,3500,Diesel,85.58,201383.0
V006889,Heavy Truck,11,20000,Diesel,93.5,129703.0
V006890,Van,13,1000,Petrol,85.72,75748.0
V006891,Van,4,1000,Petrol,91.87,175605.0
V006892,Medium Truck,11,8000,Diesel,79.61,187902.0
V006893,Van,6,1000,Petrol,84.51,167737.0
V006894,Medium Truck,4,8000,Diesel,85.49,121766.0
V006895,Van,14,1000,Petrol,81.97,83281.0
V006896,Light Truck,1,3500,Diesel,62.26,50277.0
V006897,Motorbike,14,50,Petrol,64.42,207643.0
V006898,Van,0,1000,Petrol,79.64,162169.0
V006899,Heavy Truck,9,20000,Diesel,75.49,233150.0
V006900,Van,13,1000,Petrol,85.02,153266.0
V006901,Van,13,1000,Petrol,83.87,165259.0
V006902,Van,4,1000,Petrol,89.07,230127.0
V006903,Heavy Truck,2,20000,Diesel,100.0,210721.0
V006904,Van,8,1000,Petrol,83.47,224884.0
V006905,Medium Truck,9,8000,Diesel,98.07,178923.0
V006906,Light Truck,11,3500,Diesel,100.0,187946.0
V006907,Heavy Truck,0,20000,Diesel,53.57,249848.0
V006908,Light Truck,6,3500,Diesel,95.46,145084.0
V006909,Motorbike,4,50,Petrol,70.92,171412.0
V006910,Heavy Truck,11,20000,Diesel,78.89,296939.0
V006911,Light Truck,4,3500,Diesel,100.0,89882.0
V006912,Motorbike,13,50,Petrol,72.35,205892.0
V006913,Medium Truck,4,8000,Diesel,91.98,94233.0
V006914,Van,12,1000,Petrol,55.19,156936.0
V006915,Heavy Truck,9,20000,Diesel,66.99,241376.0
V006916,Light Truck,3,3500,Diesel,68.98,1000.0
V006917,Van,13,1000,Petrol,62.16,403233.0
V006918,Light Truck,10,3500,Diesel,92.19,164386.0
V006919,Medium Truck,7,8000,Diesel,80.62,150983.0
V006920,Medium Truck,5,8000,Diesel,66.8,318366.0
V006921,Light Truck,13,3500,Diesel,57.15,319061.0
V006922,Van,6,1000,Petrol,100.0,151309.0
V006923,Medium Truck,12,8000,Diesel,86.18,286592.0
V006924,Van,3,1000,Petrol,92.25,235985.0
V006925,Van,8,1000,Petrol,81.78,231219.0
V006926,Medium Truck,1,8000,Diesel,87.73,223678.0
V006927,Light Truck,6,3500,Diesel,100.0,256673.0
V006928,Van,9,1000,Petrol,88.12,99566.0
V006929,Motorbike,2,50,Petrol,55.83,88789.0
V006930,Van,13,1000,Petrol,70.31,121726.0
V006931,Light Truck,10,3500,Diesel,73.44,219924.0
V006932,Van,14,1000,Petrol,88.8,278739.0
V006933,Light Truck,2,3500,Diesel,82.25,242995.0
V006934,Light Truck,8,3500,Diesel,71.58,89356.0
V006935,Medium Truck,0,8000,Diesel,82.68,244849.0
V006936,Heavy Truck,5,20000,Diesel,100.0,133148.0
V006937,Light Truck,6,3500,Diesel,86.11,90057.0
V006938,Light Truck,12,3500,Diesel,91.89,268117.0
V006939,Van,2,1000,Petrol,90.76,265525.0
V006940,Medium Truck,1,8000,Diesel,77.25,236087.0
V006941,Van,3,1000,Petrol,97.16,230938.0
V006942,Medium Truck,4,8000,Diesel,87.22,269878.0
V006943,Medium Truck,1,8000,Diesel,61.48,65518.0
V006944,Van,1,1000,Petrol,65.71,71408.0
V006945,Medium Truck,12,8000,Diesel,98.68,198275.0
V006946,Medium Truck,0,8000,Diesel,87.95,316491.0
V006947,Van,2,1000,Petrol,74.81,136155.0
V006948,Medium Truck,0,8000,Diesel,68.84,261024.0
V006949,Light Truck,10,3500,Diesel,75.4,196973.0
V006950,Van,0,1000,Petrol,86.65,12098.0
V006951,Medium Truck,9,8000,Diesel,81.49,175681.0
V006952,Heavy Truck,3,20000,Diesel,94.67,209824.0
V006953,Van,0,1000,Petrol,88.16,139702.0
V006954,Van,11,1000,Petrol,80.06,202221.0
V006955,Motorbike,3,50,Petrol,77.66,142170.0
V006956,Heavy Truck,10,20000,Diesel,75.52,39915.0
V006957,Light Truck,7,3500,Diesel,91.9,158060.0
V006958,Van,12,1000,Petrol,79.8,92585.0
V006959,Van,7,1000,Petrol,75.47,253399.0
V006960,Heavy Truck,12,20000,Diesel,78.81,127988.0
V006961,Van,6,1000,Petrol,81.5,1000.0
V006962,Van,11,1000,Petrol,91.07,103049.0
V006963,Van,5,1000,Petrol,86.96,264635.0
V006964,Light Truck,14,3500,Diesel,85.98,171852.0
V006965,Van,11,1000,Petrol,72.18,14191.0
V006966,Motorbike,14,50,Petrol,96.32,160334.0
V006967,Light Truck,14,3500,Diesel,74.86,165306.0
V006968,Heavy Truck,11,20000,Diesel,67.59,67192.0
V006969,Motorbike,13,50,Petrol,93.77,150657.0
V006970,Motorbike,5,50,Petrol,90.1,133304.0
V006971,Medium Truck,7,8000,Diesel,80.26,224139.0
V006972,Motorbike,8,50,Petrol,98.01,193986.0
V006973,Medium Truck,5,8000,Diesel,74.9,63961.0
V006974,Medium Truck,8,8000,Diesel,61.04,226440.0
V006975,Heavy Truck,5,20000,Diesel,77.05,245674.0
V006976,Medium Truck,8,8000,Diesel,65.61,193680.0
V006977,Light Truck,2,3500,Diesel,87.26,191442.0
V006978,Van,10,1000,Petrol,85.14,239228.0
V006979,Medium Truck,13,8000,Diesel,100.0,171749.0
V006980,Medium Truck,12,8000,Diesel,80.07,241278.0
V006981,Medium Truck,5,8000,Diesel,61.19,297657.0
V006982,Van,14,1000,Petrol,100.0,94505.0
V006983,Van,1,1000,Petrol,87.44,166463.0
V006984,Light Truck,11,3500,Diesel,94.75,199580.0
V006985,Light Truck,14,3500,Diesel,71.25,171209.0
V006986,Van,2,1000,Petrol,100.0,133447.0
V006987,Van,0,1000,Petrol,73.87,245564.0
V006988,Heavy Truck,14,20000,Diesel,67.51,199492.0
V006989,Medium Truck,1,8000,Diesel,73.21,352502.0
V006990,Van,1,1000,Petrol,96.19,347097.0
V006991,Medium Truck,11,8000,Diesel,84.59,124302.0
V006992,Van,12,1000,Petrol,88.15,1000.0
V006993,Motorbike,10,50,Petrol,94.06,279700.0
V006994,Van,14,1000,Petrol,65.15,28863.0
V006995,Light Truck,1,3500,Diesel,97.39,178266.0
V006996,Light Truck,7,3500,Diesel,80.92,282296.0
V006997,Medium Truck,14,8000,Diesel,57.24,293644.0
V006998,Van,2,1000,Petrol,81.45,151349.0
V006999,Light Truck,13,3500,Diesel,73.26,231827.0
V007000,Van,11,1000,Petrol,86.2,56540.0
V007001,Van,10,1000,Petrol,85.97,259390.0
V007002,Light Truck,13,3500,Diesel,92.04,166179.0
V007003,Medium Truck,10,8000,Diesel,73.12,102218.0
V007004,Medium Truck,4,8000,Diesel,73.63,247290.0
V007005,Van,13,1000,Petrol,95.22,161161.0
V007006,Medium Truck,13,8000,Diesel,85.36,143443.0
V007007,Light Truck,1,3500,Diesel,73.36,94884.0
V007008,Motorbike,7,50,Petrol,76.17,2100.0
V007009,Medium Truck,8,8000,Diesel,74.64,64760.0
V007010,Medium Truck,3,8000,Diesel,70.81,130519.0
V007011,Van,7,1000,Petrol,62.3,151005.0
V007012,Light Truck,10,3500,Diesel,92.23,295482.0
V007013,Motorbike,4,50,Petrol,85.18,77096.0
V007014,Medium Truck,5,8000,Diesel,98.27,173861.0
V007015,Van,3,1000,Petrol,75.04,182386.0
V007016,Medium Truck,12,8000,Diesel,82.48,46348.0
V007017,Light Truck,2,3500,Diesel,81.51,224427.0
V007018,Van,5,1000,Petrol,81.82,1000.0
V007019,Medium Truck,11,8000,Diesel,83.18,273383.0
V007020,Medium Truck,11,8000,Diesel,72.9,339415.0
V007021,Van,1,1000,Petrol,97.49,260698.0
V007022,Van,9,1000,Petrol,80.88,241623.0
V007023,Medium Truck,8,8000,Diesel,92.0,220074.0
V007024,Light Truck,0,3500,Diesel,82.67,73839.0
V007025,Light Truck,7,3500,Diesel,91.18,12913.0
V007026,Motorbike,5,50,Petrol,70.81,156387.0
V007027,Van,2,1000,Petrol,83.76,204823.0
V007028,Van,11,1000,Petrol,80.14,116550.0
V007029,Light Truck,8,3500,Diesel,71.15,95441.0
V007030,Van,0,1000,Petrol,88.48,246092.0
V007031,Heavy Truck,6,20000,Diesel,70.33,221196.0
V007032,Medium Truck,14,8000,Diesel,72.99,43935.0
V007033,Heavy Truck,5,20000,Diesel,93.77,109598.0
V007034,Van,4,1000,Petrol,84.87,238235.0
V007035,Van,3,1000,Petrol,83.18,169198.0
V007036,Light Truck,13,3500,Diesel,87.43,148268.0
V007037,Light Truck,12,3500,Diesel,86.06,76282.0
V007038,Van,7,1000,Petrol,100.0,176841.0
V007039,Medium Truck,1,8000,Diesel,95.71,380713.0
V007040,Heavy Truck,0,20000,Diesel,86.8,111239.0
V007041,Van,11,1000,Petrol,78.73,136425.0
V007042,Van,13,1000,Petrol,96.31,147808.0
V007043,Light Truck,12,3500,Diesel,69.42,26351.0
V007044,Van,13,1000,Petrol,100.0,44763.0
V007045,Light Truck,1,3500,Diesel,70.59,192465.0
V007046,Van,4,1000,Petrol,80.52,222167.0
V007047,Light Truck,4,3500,Diesel,49.49,235140.0
V007048,Light Truck,8,3500,Diesel,91.85,225920.0
V007049,Light Truck,11,3500,Diesel,64.22,96185.0
V007050,Heavy Truck,6,20000,Diesel,82.02,376416.0
V007051,Light Truck,8,3500,Diesel,85.89,160942.0
V007052,Medium Truck,4,8000,Diesel,87.5,102402.0
V007053,Van,9,1000,Petrol,88.39,19835.0
V007054,Van,2,1000,Petrol,49.68,149222.0
V007055,Medium Truck,12,8000,Diesel,94.34,254176.0
V007056,Van,7,1000,Petrol,100.0,189710.0
V007057,Heavy Truck,7,20000,Diesel,92.17,54007.0
V007058,Van,2,1000,Petrol,78.22,233016.0
V007059,Van,1,1000,Petrol,81.06,129630.0
V007060,Van,7,1000,Petrol,91.4,322772.0
V007061,Light Truck,10,3500,Diesel,80.56,276397.0
V007062,Van,1,1000,Petrol,87.94,141984.0
V007063,Medium Truck,13,8000,Diesel,86.03,362094.0
V007064,Medium Truck,13,8000,Diesel,64.11,132033.0
V007065,Light Truck,2,3500,Diesel,93.17,243657.0
V007066,Light Truck,11,3500,Diesel,62.44,181479.0
V007067,Light Truck,6,3500,Diesel,91.15,236788.0
V007068,Van,11,1000,Petrol,84.39,322371.0
V007069,Medium Truck,9,8000,Diesel,97.45,53205.0
V007070,Motorbike,13,50,Petrol,60.44,1000.0
V007071,Light Truck,11,3500,Diesel,81.64,192061.0
V007072,Van,10,1000,Petrol,67.18,1000.0
V007073,Light Truck,10,3500,Diesel,88.57,262111.0
V007074,Medium Truck,14,8000,Diesel,80.41,43994.0
V007075,Medium Truck,13,8000,Diesel,76.97,104000.0
V007076,Light Truck,4,3500,Diesel,47.61,162001.0
V007077,Van,4,1000,Petrol,89.01,133824.0
V007078,Medium Truck,13,8000,Diesel,86.96,289677.0
V007079,Medium Truck,11,8000,Diesel,82.82,215705.0
V007080,Medium Truck,5,8000,Diesel,89.62,184408.0
V007081,Light Truck,3,3500,Diesel,71.56,241394.0
V007082,Motorbike,9,50,Petrol,90.29,175804.0
V007083,Medium Truck,7,8000,Diesel,72.93,164097.0
V007084,Van,13,1000,Petrol,97.08,444429.0
V007085,Heavy Truck,7,20000,Diesel,83.44,265956.0
V007086,Light Truck,9,3500,Diesel,73.09,248487.0
V007087,Van,7,1000,Petrol,53.3,186653.0
V007088,Van,10,1000,Petrol,76.36,181028.0
V007089,Medium Truck,14,8000,Diesel,96.73,153847.0
V007090,Medium Truck,13,8000,Diesel,88.52,270021.0
V007091,Van,11,1000,Petrol,90.04,262872.0
V007092,Heavy Truck,9,20000,Diesel,79.7,151498.0
V007093,Van,3,1000,Petrol,63.22,329435.0
V007094,Medium Truck,9,8000,Diesel,76.39,198932.0
V007095,Medium Truck,4,8000,Diesel,75.65,172907.0
V007096,Heavy Truck,3,20000,Diesel,62.06,338055.0
V007097,Medium Truck,6,8000,Diesel,84.54,175100.0
V007098,Heavy Truck,4,20000,Diesel,61.61,340536.0
V007099,Medium Truck,9,8000,Diesel,78.31,434964.0
V007100,Medium Truck,14,8000,Diesel,60.94,269398.0
V007101,Van,4,1000,Petrol,63.98,86094.0
V007102,Van,0,1000,Petrol,60.92,309890.0
V007103,Medium Truck,2,8000,Diesel,75.94,131091.0
V007104,Van,11,1000,Petrol,99.33,86515.0
V007105,Van,2,1000,Petrol,88.67,207245.0
V007106,Medium Truck,12,8000,Diesel,89.51,445887.0
V007107,Medium Truck,11,8000,Diesel,78.16,274116.0
V007108,Light Truck,8,3500,Diesel,80.61,123003.0
V007109,Medium Truck,10,8000,Diesel,96.95,360348.0
V007110,Van,9,1000,Petrol,56.68,79099.0
V007111,Light Truck,6,3500,Diesel,83.97,196407.0
V007112,Van,14,1000,Petrol,56.39,68796.0
V007113,Light Truck,13,3500,Diesel,73.29,153802.0
V007114,Motorbike,9,50,Petrol,73.57,303484.0
V007115,Van,5,1000,Petrol,89.46,29483.0
V007116,Light Truck,6,3500,Diesel,82.07,114993.0
V007117,Light Truck,12,3500,Diesel,68.12,197832.0
V007118,Van,11,1000,Petrol,98.19,292958.0
V007119,Van,8,1000,Petrol,89.12,1000.0
V007120,Light Truck,14,3500,Diesel,77.83,178642.0
V007121,Medium Truck,2,8000,Diesel,79.18,294339.0
V007122,Medium Truck,2,8000,Diesel,91.45,74187.0
V007123,Medium Truck,11,8000,Diesel,76.84,152726.0
V007124,Heavy Truck,10,20000,Diesel,83.08,110132.0
