date,currency,zar_rate
2026-03-23,GBP,23.4304
2026-03-23,EUR,20.8352
2026-03-23,AUD,11.7382
2026-03-24,USD,18.245
2026-03-24,GBP,23.2745
2026-03-24,EUR,20.9345
2026-03-24,AUD,11.8171
2026-03-25,USD,18.2976
2026-03-25,GBP,23.8104
2026-03-25,EUR,20.7563
2026-03-25,AUD,11.8442
2026-03-26,USD,17.798
2026-03-26,GBP,23.4065
2026-03-26,EUR,20.8837
2026-03-26,AUD,11.8087
2026-03-27,USD,18.2958
2026-03-27,GBP,23.5957
2026-03-27,EUR,20.7512
2026-03-27,AUD,11.7785
2026-03-28,USD,18.6167
2026-03-28,GBP,23.4265
2026-03-28,EUR,20.6922
2026-03-28,AUD,11.8636
2026-03-29,USD,18.2065
2026-03-29,GBP,23.4896
2026-03-29,EUR,21.3019
2026-03-29,AUD,11.9873
2026-03-30,USD,18.5142
2026-03-30,GBP,23.1297
2026-03-30,EUR,20.8279
2026-03-30,AUD,11.7299
2026-03-31,USD,18.1863
2026-03-31,GBP,23.1561
2026-03-31,EUR,21.2087
2026-03-31,AUD,11.8286
2026-04-01,USD,18.2678
2026-04-01,GBP,23.6936
2026-04-01,EUR,20.6619
2026-04-01,AUD,11.9617
2026-04-02,USD,18.1708
2026-04-02,GBP,23.2197
2026-04-02,EUR,20.5677
2026-04-02,AUD,11.844
2026-04-03,USD,18.135
2026-04-03,GBP,23.3042
2026-04-03,EUR,20.7436
2026-04-03,AUD,11.9694
2026-04-04,USD,18.0936
2026-04-04,GBP,23.1763
2026-04-04,EUR,20.991
2026-04-04,AUD,11.7554
2026-04-05,USD,18.2651
2026-04-05,GBP,23.5301
2026-04-05,EUR,20.8534
2026-04-05,AUD,11.7825
2026-04-06,USD,18.1519
2026-04-06,GBP,22.8313
2026-04-06,EUR,21.0507
2026-04-06,AUD,11.7123
2026-04-07,USD,18.0129
2026-04-07,GBP,23.6185
2026-04-07,EUR,20.9333
2026-04-07,AUD,11.7629
2026-04-08,USD,18.0262
2026-04-08,GBP,23.2489
2026-04-08,EUR,21.0342
2026-04-08,AUD,11.7314
2026-04-09,USD,18.3048
2026-04-09,GBP,23.0512
2026-04-09,EUR,20.7018
2026-04-09,AUD,11.7373
2026-04-10,USD,18.3815
2026-04-10,GBP,23.5074
2026-04-10,EUR,20.9905
2026-04-10,AUD,11.7934
2026-04-11,USD,18.1202
2026-04-11,GBP,23.6001
2026-04-11,EUR,20.8877
2026-04-11,AUD,11.8031
2026-04-12,USD,18.2332
2026-04-12,GBP,23.3473
2026-04-12,EUR,21.0665
2026-04-12,AUD,11.9683
2026-04-13,USD,18.0616
2026-04-13,GBP,23.4428
2026-04-13,EUR,20.6569
2026-04-13,AUD,11.9219
2026-04-14,USD,18.6236
2026-04-14,GBP,23.5213
2026-04-14,EUR,20.974
2026-04-14,AUD,11.7199
2026-04-15,USD,18.2071
2026-04-15,GBP,23.3214
2026-04-15,EUR,20.9236
2026-04-15,AUD,11.8221
2026-04-16,USD,18.2832
2026-04-16,GBP,23.7235
2026-04-16,EUR,20.9368
2026-04-16,AUD,11.7227
2026-04-17,USD,18.2902
2026-04-17,GBP,23.3156
2026-04-17,EUR,21.0219
2026-04-17,AUD,11.7956
2026-04-18,USD,18.2234
2026-04-18,GBP,23.6981
2026-04-18,EUR,20.6269
2026-04-18,AUD,11.7348
2026-04-19,USD,18.2847
2026-04-19,GBP,23.3788
2026-04-19,EUR,20.839
2026-04-19,AUD,11.8638
2026-04-20,USD,18.3372
2026-04-20,GBP,23.4389
2026-04-20,EUR,21.0208
2026-04-20,AUD,11.7212
2026-04-21,USD,18.1731
2026-04-21,GBP,23.3831
2026-04-21,EUR,20.9043
2026-04-21,AUD,11.7249
2026-04-22,USD,18.2835
2026-04-22,GBP,23.756
2026-04-22,EUR,20.6297
2026-04-22,AUD,11.8047
2026-04-23,USD,18.2859
2026-04-23,GBP,23.5467
2026-04-23,EUR,20.95
2026-04-23,AUD,11.7509
2026-04-24,USD,18.4571
2026-04-24,GBP,23.6507
2026-04-24,EUR,20.8413
2026-04-24,AUD,11.7757
2026-04-25,USD,18.0845
2026-04-25,GBP,23.1841
2026-04-25,EUR,21.1593
2026-04-25,AUD,11.8166
2026-04-26,USD,18.3675
2026-04-26,GBP,23.6658
2026-04-26,EUR,20.8398
2026-04-26,AUD,11.7619
2026-04-27,USD,18.1085
2026-04-27,GBP,23.2166
2026-04-27,EUR,21.1301
2026-04-27,AUD,11.9131
2026-04-28,USD,18.0562
2026-04-28,GBP,23.5128
2026-04-28,EUR,21.0204
2026-04-28,AUD,11.8201
2026-04-29,USD,18.0073
2026-04-29,GBP,23.5096
2026-04-29,EUR,21.0013
2026-04-29,AUD,11.8654
2026-04-30,USD,18.2431
2026-04-30,GBP,23.196
2026-04-30,EUR,20.7885
2026-04-30,AUD,11.9164
2026-05-01,USD,18.2482
2026-05-01,GBP,23.3456
2026-05-01,EUR,20.9163
2026-05-01,AUD,11.7794
2026-05-02,USD,18.2014
2026-05-02,GBP,23.0874
2026-05-02,EUR,20.8541
2026-05-02,AUD,11.9114
2026-05-03,USD,17.9117
2026-05-03,GBP,23.8788
2026-05-03,EUR,20.9485
2026-05-03,AUD,11.7318
2026-05-04,USD,18.2789
2026-05-04,GBP,23.3194
2026-05-04,EUR,21.0737
2026-05-04,AUD,11.7967
2026-05-05,USD,18.2575
2026-05-05,GBP,23.1919
2026-05-05,EUR,20.9599
2026-05-05,AUD,11.8035
2026-05-06,USD,18.2343
2026-05-06,GBP,23.3814
2026-05-06,EUR,21.289
2026-05-06,AUD,11.865
2026-05-07,USD,18.27
2026-05-07,GBP,23.5401
2026-05-07,EUR,21.0883
2026-05-07,AUD,11.7807
2026-05-08,USD,18.1169
2026-05-08,GBP,22.8595
2026-05-08,EUR,20.9386
2026-05-08,AUD,11.8336
2026-05-09,USD,18.056
2026-05-09,GBP,23.4882
2026-05-09,EUR,21.1703
2026-05-09,AUD,11.7813
2026-05-10,USD,18.4375
2026-05-10,GBP,23.3218
2026-05-10,EUR,21.0769
2026-05-10,AUD,11.9428
2026-05-11,USD,18.2513
2026-05-11,GBP,23.4534
2026-05-11,EUR,20.8692
2026-05-11,AUD,11.8893
2026-05-12,USD,18.3894
2026-05-12,GBP,23.3346
2026-05-12,EUR,20.6959
2026-05-12,AUD,11.7873
2026-05-13,USD,18.3739
2026-05-13,GBP,23.4008
2026-05-13,EUR,20.8584
2026-05-13,AUD,11.7795
2026-05-14,USD,18.023
2026-05-14,GBP,23.7199
2026-05-14,EUR,20.7612
2026-05-14,AUD,11.7945
2026-05-15,USD,18.0592
2026-05-15,GBP,23.3459
2026-05-15,EUR,21.0074
2026-05-15,AUD,11.9329
2026-05-16,USD,18.1935
2026-05-16,GBP,23.4052
2026-05-16,EUR,21.0048
2026-05-16,AUD,11.8147
2026-05-17,USD,18.4331
2026-05-17,GBP,23.7128
2026-05-17,EUR,21.0803
2026-05-17,AUD,11.8093
2026-05-18,USD,18.2804
2026-05-18,GBP,23.1969
2026-05-18,EUR,20.9056
2026-05-18,AUD,11.8618
2026-05-19,USD,18.0963
2026-05-19,GBP,23.4415
2026-05-19,EUR,21.0822
2026-05-19,AUD,12.0252
2026-05-20,USD,18.1966
2026-05-20,GBP,23.5141
2026-05-20,EUR,20.9495
2026-05-20,AUD,11.7384
2026-05-21,USD,18.0717
2026-05-21,GBP,23.4016
2026-05-21,EUR,20.8035
2026-05-21,AUD,11.9508
2026-05-22,USD,18.2304
2026-05-22,GBP,23.5641
2026-05-22,EUR,20.708
2026-05-22,AUD,11.8245
2026-05-23,USD,18.3429
2026-05-23,GBP,23.2775
2026-05-23,EUR,21.0914
2026-05-23,AUD,11.712
2026-05-24,USD,18.1779
2026-05-24,GBP,23.6155
2026-05-24,EUR,20.7628
2026-05-24,AUD,11.8885
2026-05-25,USD,17.8626
2026-05-25,GBP,23.0872
2026-05-25,EUR,20.8499
2026-05-25,AUD,11.8733
2026-05-26,USD,18.2369
2026-05-26,GBP,23.2864
2026-05-26,EUR,21.2568
2026-05-26,AUD,12.0089
2026-05-27,USD,18.0918
2026-05-27,GBP,23.3736
2026-05-27,EUR,21.0763
2026-05-27,AUD,11.6972
2026-05-28,USD,18.2144
2026-05-28,GBP,23.4244
2026-05-28,EUR,20.7023
2026-05-28,AUD,11.7597
2026-05-29,USD,18.378
2026-05-29,GBP,23.4409
2026-05-29,EUR,20.9796
2026-05-29,AUD,11.7489
2026-05-30,USD,18.0542
2026-05-30,GBP,23.4699
2026-05-30,EUR,20.7295
2026-05-30,AUD,11.8903
2026-05-31,USD,18.46
2026-05-31,GBP,23.1665
2026-05-31,EUR,20.9186
2026-05-31,AUD,11.6307
2026-06-01,USD,18.0257
2026-06-01,GBP,23.3772
2026-06-01,EUR,20.7727
2026-06-01,AUD,11.8093
2026-06-02,USD,18.0548
2026-06-02,GBP,23.3569
2026-06-02,EUR,20.9292
2026-06-02,AUD,11.8843
2026-06-03,USD,18.3638
2026-06-03,GBP,23.5586
2026-06-03,EUR,21.1146
2026-06-03,AUD,11.5965
2026-06-04,USD,17.9937
2026-06-04,GBP,23.4417
2026-06-04,EUR,21.0836
2026-06-04,AUD,11.6496
2026-06-05,USD,18.2405
2026-06-05,GBP,23.429
2026-06-05,EUR,20.8099
2026-06-05,AUD,11.9431
2026-06-06,USD,18.2883
2026-06-06,GBP,23.2097
2026-06-06,EUR,20.8336
2026-06-06,AUD,11.752
2026-06-07,USD,18.2398
2026-06-07,GBP,23.7131
2026-06-07,EUR,21.1627
2026-06-07,AUD,11.7058
2026-06-08,USD,18.1211
2026-06-08,GBP,23.3816
2026-06-08,EUR,20.8134
2026-06-08,AUD,11.9243
2026-06-09,USD,18.0138
2026-06-09,GBP,23.325
2026-06-09,EUR,20.8635
2026-06-09,AUD,11.8249
2026-06-10,USD,17.9901
2026-06-10,GBP,23.1678
2026-06-10,EUR,20.7867
2026-06-10,AUD,11.9148
2026-06-11,USD,17.981
2026-06-11,GBP,23.3714
2026-06-11,EUR,20.9219
2026-06-11,AUD,11.7184
2026-06-12,USD,18.1873
2026-06-12,GBP,23.4067
2026-06-12,EUR,21.0415
2026-06-12,AUD,11.7915
2026-06-13,USD,18.1039
2026-06-13,GBP,23.0892
2026-06-13,EUR,20.9261
2026-06-13,AUD,11.8821
2026-06-14,USD,17.8927
2026-06-14,GBP,23.3003
2026-06-14,EUR,21.012
2026-06-14,AUD,11.7637
2026-06-15,USD,18.2041
2026-06-15,GBP,23.8456
2026-06-15,EUR,20.9731
2026-06-15,AUD,11.7222
2026-06-16,USD,18.1509
2026-06-16,GBP,23.0459
2026-06-16,EUR,20.7694
2026-06-16,AUD,11.8033
2026-06-17,USD,18.3468
2026-06-17,GBP,23.4768
2026-06-17,EUR,21.156
2026-06-17,AUD,11.6046
2026-06-18,USD,18.2634
2026-06-18,GBP,23.5006
2026-06-18,EUR,21.3755
2026-06-18,AUD,11.7949
2026-06-19,USD,18.0824
2026-06-19,GBP,23.3611
2026-06-19,EUR,21.2577
2026-06-19,AUD,11.973
2026-06-20,USD,18.0668
2026-06-20,GBP,23.3263
2026-06-20,EUR,20.7901
2026-06-20,AUD,11.8246
2026-06-21,USD,18.2437
2026-06-21,GBP,23.5133
2026-06-21,EUR,20.8776
2026-06-21,AUD,11.8122
2026-06-22,USD,18.1394
2026-06-22,GBP,23.3235
2026-06-22,EUR,20.6797
2026-06-22,AUD,11.7904
2026-06-23,USD,18.1273
2026-06-23,GBP,23.2452
2026-06-23,EUR,20.9417
2026-06-23,AUD,11.7186
2026-06-24,USD,18.2179
2026-06-24,GBP,23.4319
2026-06-24,EUR,20.9193
2026-06-24,AUD,11.8217
2026-06-25,USD,18.3133
2026-06-25,GBP,23.3322
2026-06-25,EUR,20.5395
2026-06-25,AUD,11.8476
2026-06-26,USD,17.9892
2026-06-26,GBP,23.3283
2026-06-26,EUR,20.9666
2026-06-26,AUD,11.6821
2026-06-27,USD,18.0661
2026-06-27,GBP,23.2963
2026-06-27,EUR,20.917
2026-06-27,AUD,11.6664
2026-06-28,USD,18.3241
2026-06-28,GBP,23.3208
2026-06-28,EUR,20.9932
2026-06-28,AUD,11.8734
2026-06-29,USD,18.2459
2026-06-29,GBP,23.7797
2026-06-29,EUR,20.8982
2026-06-29,AUD,11.623
2026-06-30,USD,18.0939
2026-06-30,GBP,23.3139
2026-06-30,EUR,20.7202
2026-06-30,AUD,11.838
2026-07-01,USD,17.9932
2026-07-01,GBP,23.5381
2026-07-01,EUR,21.2123
2026-07-01,AUD,11.7574
2026-07-02,USD,17.8778
2026-07-02,GBP,23.3699
2026-07-02,EUR,20.8857
2026-07-02,AUD,11.8697
2026-07-03,USD,18.2953
2026-07-03,GBP,23.1963
2026-07-03,EUR,20.9591
2026-07-03,AUD,11.7532
2026-07-04,USD,18.1783
2026-07-04,GBP,23.3387
2026-07-04,EUR,20.9612
2026-07-04,AUD,11.6958
2026-07-05,USD,18.3366
2026-07-05,GBP,23.0465
2026-07-05,EUR,20.8515
2026-07-05,AUD,11.9472
2026-07-06,USD,18.4227
2026-07-06,GBP,23.1706
2026-07-06,EUR,21.0463
2026-07-06,AUD,11.8191
2026-07-07,USD,18.1712
2026-07-07,GBP,23.3733
2026-07-07,EUR,20.7517
2026-07-07,AUD,11.8429
2026-07-08,USD,18.3641
2026-07-08,GBP,23.7358
2026-07-08,EUR,20.5934
2026-07-08,AUD,11.8129
2026-07-09,USD,18.0778
2026-07-09,GBP,22.9272
2026-07-09,EUR,20.8947
2026-07-09,AUD,11.7383
2026-07-10,USD,18.2271
2026-07-10,GBP,23.7973
2026-07-10,EUR,20.6617
2026-07-10,AUD,11.7736
2026-07-11,USD,18.122
2026-07-11,GBP,23.1487
2026-07-11,EUR,21.2605
2026-07-11,AUD,11.8408
2026-07-12,USD,18.3813
2026-07-12,GBP,23.0679
2026-07-12,EUR,20.7353
2026-07-12,AUD,11.887
2026-07-13,USD,18.1439
2026-07-13,GBP,23.6189
2026-07-13,EUR,21.0079
2026-07-13,AUD,11.7551
2026-07-14,USD,18.5375
2026-07-14,GBP,23.3062
2026-07-14,EUR,20.7169
2026-07-14,AUD,11.8071
2026-07-15,USD,18.2176
2026-07-15,GBP,23.2051
2026-07-15,EUR,21.1764
2026-07-15,AUD,11.8095
2026-07-16,USD,18.0331
2026-07-16,GBP,23.03
2026-07-16,EUR,20.8576
2026-07-16,AUD,11.6974
2026-07-17,USD,17.9077
2026-07-17,GBP,23.898
2026-07-17,EUR,20.9883
2026-07-17,AUD,11.8336
2026-07-18,USD,18.2471
2026-07-18,GBP,23.3147
2026-07-18,EUR,20.7634
2026-07-18,AUD,11.823
2026-07-19,USD,18.2228
2026-07-19,GBP,23.5104
2026-07-19,EUR,20.9318
2026-07-19,AUD,11.8577
2026-07-20,USD,18.3315
2026-07-20,GBP,23.4747
2026-07-20,EUR,20.776
2026-07-20,AUD,11.8688
2026-07-21,USD,18.3604
2026-07-21,GBP,23.5699
2026-07-21,EUR,20.5462
2026-07-21,AUD,11.6304
2026-07-22,USD,18.4095
2026-07-22,GBP,23.3981
2026-07-22,EUR,20.903
2026-07-22,AUD,11.7316
2026-07-23,USD,18.0968
2026-07-23,GBP,23.1986
2026-07-23,EUR,21.1551
2026-07-23,AUD,11.8217
2026-07-24,USD,18.2008
2026-07-24,GBP,23.3828
2026-07-24,EUR,20.6433
2026-07-24,AUD,11.8096
2026-07-25,USD,18.2052
2026-07-25,GBP,23.3083
2026-07-25,EUR,21.0758
2026-07-25,AUD,11.7855
2026-07-26,USD,18.1956
2026-07-26,GBP,23.4416
2026-07-26,EUR,20.8799
2026-07-26,AUD,11.7425
2026-07-27,USD,18.0511
2026-07-27,GBP,23.2428
2026-07-27,EUR,21.0615
2026-07-27,AUD,11.8404
2026-07-28,USD,18.1778
2026-07-28,GBP,23.5131
2026-07-28,EUR,20.9294
2026-07-28,AUD,11.803
2026-07-29,USD,18.2122
2026-07-29,GBP,23.5988
2026-07-29,EUR,21.096
2026-07-29,AUD,11.8314
2026-07-30,USD,18.1852
2026-07-30,GBP,23.549
2026-07-30,EUR,21.0431
2026-07-30,AUD,11.9051
2026-07-31,USD,17.9967
2026-07-31,GBP,23.2835
2026-07-31,EUR,20.8673
2026-07-31,AUD,11.8663
