,vehicle_id,vehicle_type,vehicle_age_years,capacity_kg,fuel_type,maintenance_score,current_mileage_km
5875,V005876,Light Truck,10,3500,Diesel,94.97,245163.0
5876,V005877,Light Truck,1,3500,Diesel,100.0,263850.0
5877,V005878,Light Truck,13,3500,Diesel,100.0,127892.0
5878,V005879,Heavy Truck,3,20000,Diesel,86.59,234663.0
5879,V005880,Light Truck,5,3500,Diesel,77.24,190372.0
5880,V005881,Medium Truck,3,8000,Diesel,66.19,111245.0
5881,V005882,Van,13,1000,Petrol,100.0,134769.0
5882,V005883,Van,13,1000,Petrol,87.48,240838.0
5883,V005884,Light Truck,11,3500,Diesel,75.38,153134.0
5884,V005885,Light Truck,4,3500,Diesel,81.46,207238.0
5885,V005886,Van,4,1000,Petrol,83.3,297680.0
5886,V005887,Motorbike,7,50,Petrol,88.0,191102.0
5887,V005888,Van,1,1000,Petrol,95.94,60286.0
5888,V005889,Light Truck,9,3500,Diesel,63.07,205071.0
5889,V005890,Light Truck,6,3500,Diesel,92.29,120371.0
5890,V005891,Medium Truck,1,8000,Diesel,88.54,42904.0
5891,V005892,Medium Truck,1,8000,Diesel,75.45,225521.0
5892,V005893,Medium Truck,6,8000,Diesel,81.58,173767.0
5893,V005894,Medium Truck,14,8000,Diesel,85.57,85228.0
5894,V005895,Light Truck,2,3500,Diesel,90.52,238601.0
5895,V005896,Van,9,1000,Petrol,77.44,42439.0
5896,V005897,Light Truck,7,3500,Diesel,80.68,156325.0
5897,V005898,Light Truck,1,3500,Diesel,84.36,55931.0
5898,V005899,Heavy Truck,14,20000,Diesel,93.93,251222.0
5899,V005900,Van,1,1000,Petrol,71.13,187971.0
5900,V005901,Van,14,1000,Petrol,83.53,187935.0
5901,V005902,Van,10,1000,Petrol,79.26,207696.0
5902,V005903,Light Truck,9,3500,Diesel,94.65,198220.0
5903,V005904,Van,9,1000,Petrol,77.46,123450.0
5904,V005905,Heavy Truck,7,20000,Diesel,67.99,57209.0
5905,V005906,Light Truck,9,3500,Diesel,91.46,318939.0
5906,V005907,Heavy Truck,5,20000,Diesel,69.9,272541.0
5907,V005908,Light Truck,1,3500,Diesel,82.55,335954.0
5908,V005909,Light Truck,12,3500,Diesel,84.04,94082.0
5909,V005910,Motorbike,11,50,Petrol,100.0,195921.0
5910,V005911,Medium Truck,2,8000,Diesel,97.91,266237.0
5911,V005912,Van,12,1000,Petrol,78.82,63473.0
5912,V005913,Van,12,1000,Petrol,95.7,59688.0
5913,V005914,Medium Truck,3,8000,Diesel,99.49,147567.0
5914,V005915,Medium Truck,12,8000,Diesel,93.44,210586.0
5915,V005916,Van,12,1000,Petrol,86.88,277336.0
5916,V005917,Van,11,1000,Petrol,84.24,197655.0
5917,V005918,Light Truck,5,3500,Diesel,49.65,222946.0
5918,V005919,Medium Truck,13,8000,Diesel,100.0,139884.0
5919,V005920,Heavy Truck,5,20000,Diesel,100.0,248167.0
5920,V005921,Van,12,1000,Petrol,69.27,161205.0
5921,V005922,Medium Truck,7,8000,Diesel,71.02,236916.0
5922,V005923,Van,12,1000,Petrol,95.16,292717.0
5923,V005924,Light Truck,0,3500,Diesel,70.62,271197.0
5924,V005925,Light Truck,5,3500,Diesel,78.92,197428.0
5925,V005926,Light Truck,9,3500,Diesel,94.48,231421.0
5926,V005927,Light Truck,1,3500,Diesel,92.22,383807.0
5927,V005928,Medium Truck,10,8000,Diesel,79.25,205287.0
5928,V005929,Medium Truck,4,8000,Diesel,81.1,59911.0
5929,V005930,Light Truck,11,3500,Diesel,81.55,131115.0
5930,V005931,Medium Truck,8,8000,Diesel,67.77,156847.0
5931,V005932,Light Truck,0,3500,Diesel,72.37,229826.0
5932,V005933,Light Truck,3,3500,Diesel,72.85,48332.0
5933,V005934,Medium Truck,0,8000,Diesel,100.0,238159.0
5934,V005935,Light Truck,13,3500,Diesel,100.0,16767.0
5935,V005936,Medium Truck,10,8000,Diesel,82.2,238155.0
5936,V005937,Van,2,1000,Petrol,72.98,188713.0
5937,V005938,Light Truck,5,3500,Diesel,88.22,115103.0
5938,V005939,Light Truck,8,3500,Diesel,84.75,219671.0
5939,V005940,Van,7,1000,Petrol,93.44,194614.0
5940,V005941,Van,7,1000,Petrol,83.18,318059.0
5941,V005942,Van,5,1000,Petrol,82.41,233793.0
5942,V005943,Van,7,1000,Petrol,82.07,294859.0
5943,V005944,Medium Truck,8,8000,Diesel,76.65,208037.0
5944,V005945,Light Truck,4,3500,Diesel,79.22,151967.0
5945,V005946,Heavy Truck,13,20000,Diesel,100.0,228402.0
5946,V005947,Light Truck,8,3500,Diesel,84.95,259556.0
5947,V005948,Heavy Truck,6,20000,Diesel,77.89,206631.0
5948,V005949,Van,14,1000,Petrol,74.34,39083.0
5949,V005950,Medium Truck,6,8000,Diesel,86.46,208233.0
5950,V005951,Light Truck,10,3500,Diesel,87.4,139388.0
5951,V005952,Medium Truck,7,8000,Diesel,84.64,275230.0
5952,V005953,Light Truck,0,3500,Diesel,98.18,248475.0
5953,V005954,Light Truck,6,3500,Diesel,72.18,175680.0
5954,V005955,Medium Truck,8,8000,Diesel,96.69,364665.0
5955,V005956,Light Truck,9,3500,Diesel,95.49,164650.0
5956,V005957,Medium Truck,4,8000,Diesel,84.92,67112.0
5957,V005958,Medium Truck,3,8000,Diesel,80.03,200218.0
5958,V005959,Medium Truck,5,8000,Diesel,85.47,2133.0
5959,V005960,Medium Truck,9,8000,Diesel,71.57,271768.0
5960,V005961,Light Truck,6,3500,Diesel,85.05,145401.0
5961,V005962,Medium Truck,0,8000,Diesel,99.16,269072.0
5962,V005963,Light Truck,10,3500,Diesel,100.0,183153.0
5963,V005964,Light Truck,2,3500,Diesel,46.99,227940.0
5964,V005965,Light Truck,4,3500,Diesel,96.98,187174.0
5965,V005966,Light Truck,2,3500,Diesel,62.38,295948.0
5966,V005967,Light Truck,3,3500,Diesel,72.47,89218.0
5967,V005968,Medium Truck,2,8000,Diesel,100.0,78312.0
5968,V005969,Heavy Truck,8,20000,Diesel,70.31,322023.0
5969,V005970,Medium Truck,1,8000,Diesel,79.75,99233.0
5970,V005971,Van,8,1000,Petrol,75.71,58125.0
5971,V005972,Light Truck,0,3500,Diesel,88.33,106902.0
5972,V005973,Medium Truck,1,8000,Diesel,61.43,217311.0
5973,V005974,Van,9,1000,Petrol,64.73,216088.0
5974,V005975,Medium Truck,10,8000,Diesel,79.73,247850.0
5975,V005976,Van,5,1000,Petrol,99.73,159343.0
5976,V005977,Light Truck,1,3500,Diesel,85.25,299717.0
5977,V005978,Van,13,1000,Petrol,76.03,159112.0
5978,V005979,Van,3,1000,Petrol,75.77,166635.0
5979,V005980,Heavy Truck,4,20000,Diesel,80.43,226089.0
5980,V005981,Medium Truck,6,8000,Diesel,84.47,184006.0
5981,V005982,Light Truck,6,3500,Diesel,100.0,215220.0
5982,V005983,Medium Truck,6,8000,Diesel,86.37,191885.0
5983,V005984,Van,12,1000,Petrol,100.0,116676.0
5984,V005985,Van,6,1000,Petrol,90.2,121889.0
5985,V005986,Light Truck,1,3500,Diesel,65.83,241126.0
5986,V005987,Heavy Truck,6,20000,Diesel,70.58,325270.0
5987,V005988,Heavy Truck,7,20000,Diesel,82.21,70839.0
5988,V005989,Medium Truck,2,8000,Diesel,93.76,135820.0
5989,V005990,Van,6,1000,Petrol,66.61,277856.0
5990,V005991,Heavy Truck,7,20000,Diesel,86.59,91073.0
5991,V005992,Medium Truck,7,8000,Diesel,77.8,63017.0
5992,V005993,Light Truck,3,3500,Diesel,81.03,235928.0
5993,V005994,Heavy Truck,11,20000,Diesel,85.37,300780.0
5994,V005995,Heavy Truck,6,20000,Diesel,100.0,1000.0
5995,V005996,Light Truck,11,3500,Diesel,75.67,1000.0
5996,V005997,Light Truck,5,3500,Diesel,93.17,156187.0
5997,V005998,Van,3,1000,Petrol,74.6,224014.0
5998,V005999,Medium Truck,0,8000,Diesel,95.54,148554.0
5999,V006000,Motorbike,9,50,Petrol,82.69,208988.0
6000,V006001,Medium Truck,2,8000,Diesel,84.41,237517.0
6001,V006002,Light Truck,7,3500,Diesel,91.11,192446.0
6002,V006003,Heavy Truck,13,20000,Diesel,71.94,167307.0
6003,V006004,Van,11,1000,Petrol,67.22,272683.0
6004,V006005,Medium Truck,10,8000,Diesel,99.48,108909.0
6005,V006006,Motorbike,2,50,Petrol,90.08,100619.0
6006,V006007,Van,12,1000,Petrol,89.19,203177.0
6007,V006008,Light Truck,2,3500,Diesel,97.84,201595.0
6008,V006009,Light Truck,5,3500,Diesel,89.3,265354.0
6009,V006010,Van,13,1000,Petrol,97.37,213812.0
6010,V006011,Motorbike,11,50,Petrol,88.85,126374.0
6011,V006012,Van,12,1000,Petrol,93.18,232460.0
6012,V006013,Light Truck,12,3500,Diesel,68.91,53389.0
6013,V006014,Light Truck,5,3500,Diesel,81.89,262429.0
6014,V006015,Medium Truck,12,8000,Diesel,83.25,228803.0
6015,V006016,Medium Truck,10,8000,Diesel,96.26,254272.0
6016,V006017,Light Truck,12,3500,Diesel,92.38,130623.0
6017,V006018,Medium Truck,2,8000,Diesel,61.04,214353.0
6018,V006019,Van,0,1000,Petrol,69.08,246906.0
6019,V006020,Medium Truck,4,8000,Diesel,87.39,10622.0
6020,V006021,Medium Truck,6,8000,Diesel,90.81,203227.0
6021,V006022,Light Truck,2,3500,Diesel,100.0,159288.0
6022,V006023,Medium Truck,5,8000,Diesel,79.81,122396.0
6023,V006024,Van,6,1000,Petrol,82.88,31005.0
6024,V006025,Light Truck,3,3500,Diesel,86.99,1000.0
6025,V006026,Light Truck,2,3500,Diesel,91.36,305175.0
6026,V006027,Light Truck,13,3500,Diesel,86.73,228510.0
6027,V006028,Van,9,1000,Petrol,76.98,331871.0
6028,V006029,Light Truck,8,3500,Diesel,99.11,180483.0
6029,V006030,Medium Truck,13,8000,Diesel,95.15,137287.0
6030,V006031,Light Truck,12,3500,Diesel,78.84,256696.0
6031,V006032,Medium Truck,8,8000,Diesel,69.24,119029.0
6032,V006033,Light Truck,6,3500,Diesel,75.0,326651.0
6033,V006034,Van,1,1000,Petrol,100.0,119370.0
6034,V006035,Motorbike,3,50,Petrol,85.38,179248.0
6035,V006036,Van,4,1000,Petrol,82.65,155064.0
6036,V006037,Light Truck,9,3500,Diesel,83.52,161541.0
6037,V006038,Heavy Truck,1,20000,Diesel,91.98,123908.0
6038,V006039,Medium Truck,10,8000,Diesel,100.0,350872.0
6039,V006040,Light Truck,9,3500,Diesel,74.63,102882.0
6040,V006041,Medium Truck,14,8000,Diesel,83.04,301259.0
6041,V006042,Light Truck,8,3500,Diesel,64.52,280577.0
6042,V006043,Van,2,1000,Petrol,88.27,183456.0
6043,V006044,Light Truck,6,3500,Diesel,78.12,215232.0
6044,V006045,Van,5,1000,Petrol,94.18,42918.0
6045,V006046,Van,8,1000,Petrol,74.73,80760.0
6046,V006047,Van,10,1000,Petrol,81.71,247158.0
6047,V006048,Light Truck,4,3500,Diesel,56.39,288400.0
6048,V006049,Light Truck,6,3500,Diesel,85.83,164555.0
6049,V006050,Medium Truck,6,8000,Diesel,81.43,251101.0
6050,V006051,Medium Truck,10,8000,Diesel,88.65,196669.0
6051,V006052,Light Truck,5,3500,Diesel,76.55,114207.0
6052,V006053,Light Truck,0,3500,Diesel,84.74,139073.0
6053,V006054,Medium Truck,14,8000,Diesel,79.79,1000.0
6054,V006055,Light Truck,2,3500,Diesel,76.56,178070.0
6055,V006056,Medium Truck,1,8000,Diesel,62.66,131009.0
6056,V006057,Heavy Truck,4,20000,Diesel,80.7,1000.0
6057,V006058,Van,10,1000,Petrol,74.38,113179.0
6058,V006059,Light Truck,11,3500,Diesel,77.03,248626.0
6059,V006060,Light Truck,8,3500,Diesel,58.04,243813.0
6060,V006061,Medium Truck,3,8000,Diesel,78.58,83526.0
6061,V006062,Light Truck,8,3500,Diesel,94.13,26994.0
6062,V006063,Heavy Truck,5,20000,Diesel,76.33,90307.0
6063,V006064,Van,7,1000,Petrol,86.22,182902.0
6064,V006065,Medium Truck,14,8000,Diesel,99.23,166319.0
6065,V006066,Van,14,1000,Petrol,83.02,162527.0
6066,V006067,Heavy Truck,13,20000,Diesel,81.15,338714.0
6067,V006068,Motorbike,10,50,Petrol,70.25,293330.0
6068,V006069,Medium Truck,11,8000,Diesel,88.73,198836.0
6069,V006070,Van,9,1000,Petrol,67.68,320945.0
6070,V006071,Van,0,1000,Petrol,87.29,161391.0
6071,V006072,Light Truck,3,3500,Diesel,67.35,18240.0
6072,V006073,Van,2,1000,Petrol,65.09,132690.0
6073,V006074,Light Truck,10,3500,Diesel,79.51,214400.0
6074,V006075,Light Truck,11,3500,Diesel,91.76,204318.0
6075,V006076,Van,7,1000,Petrol,70.26,253347.0
6076,V006077,Van,13,1000,Petrol,100.0,191986.0
6077,V006078,Medium Truck,5,8000,Diesel,85.97,146291.0
6078,V006079,Heavy Truck,14,20000,Diesel,66.33,253976.0
6079,V006080,Motorbike,8,50,Petrol,89.47,148187.0
6080,V006081,Medium Truck,6,8000,Diesel,71.99,1000.0
6081,V006082,Van,7,1000,Petrol,76.31,317776.0
6082,V006083,Van,13,1000,Petrol,93.81,298562.0
6083,V006084,Light Truck,6,3500,Diesel,81.29,175358.0
6084,V006085,Van,1,1000,Petrol,93.28,176525.0
6085,V006086,Light Truck,9,3500,Diesel,72.43,231187.0
6086,V006087,Light Truck,1,3500,Diesel,83.01,135221.0
6087,V006088,Medium Truck,2,8000,Diesel,79.4,149277.0
6088,V006089,Van,2,1000,Petrol,69.67,85964.0
6089,V006090,Van,10,1000,Petrol,98.44,321982.0
6090,V006091,Van,6,1000,Petrol,88.0,52984.0
6091,V006092,Medium Truck,2,8000,Diesel,93.51,205353.0
6092,V006093,Light Truck,9,3500,Diesel,65.19,141354.0
6093,V006094,Medium Truck,4,8000,Diesel,77.55,228222.0
6094,V006095,Medium Truck,4,8000,Diesel,62.33,26793.0
6095,V006096,Motorbike,4,50,Petrol,83.76,168671.0
6096,V006097,Van,5,1000,Petrol,80.07,273232.0
6097,V006098,Light Truck,9,3500,Diesel,80.08,222444.0
6098,V006099,Motorbike,9,50,Petrol,80.65,378131.0
6099,V006100,Medium Truck,9,8000,Diesel,100.0,36315.0
6100,V006101,Light Truck,4,3500,Diesel,82.75,272947.0
6101,V006102,Van,10,1000,Petrol,51.12,232989.0
6102,V006103,Medium Truck,6,8000,Diesel,72.05,349030.0
6103,V006104,Light Truck,11,3500,Diesel,79.64,60396.0
6104,V006105,Heavy Truck,8,20000,Diesel,77.31,329386.0
6105,V006106,Medium Truck,8,8000,Diesel,55.58,112194.0
6106,V006107,Heavy Truck,12,20000,Diesel,76.27,175337.0
6107,V006108,Heavy Truck,2,20000,Diesel,76.57,159138.0
6108,V006109,Van,12,1000,Petrol,56.17,260261.0
6109,V006110,Heavy Truck,13,20000,Diesel,91.76,103974.0
6110,V006111,Medium Truck,0,8000,Diesel,88.29,202784.0
6111,V006112,Van,3,1000,Petrol,74.81,88787.0
6112,V006113,Light Truck,0,3500,Diesel,90.93,335167.0
6113,V006114,Light Truck,5,3500,Diesel,92.97,229036.0
6114,V006115,Light Truck,14,3500,Diesel,76.29,80680.0
6115,V006116,Van,8,1000,Petrol,96.2,204650.0
6116,V006117,Medium Truck,1,8000,Diesel,61.79,149973.0
6117,V006118,Light Truck,0,3500,Diesel,100.0,131201.0
6118,V006119,Light Truck,3,3500,Diesel,93.44,83871.0
6119,V006120,Motorbike,12,50,Petrol,77.26,265262.0
6120,V006121,Van,8,1000,Petrol,66.59,67164.0
6121,V006122,Medium Truck,9,8000,Diesel,100.0,76648.0
6122,V006123,Medium Truck,11,8000,Diesel,88.96,197410.0
6123,V006124,Light Truck,8,3500,Diesel,85.9,33941.0
6124,V006125,Light Truck,9,3500,Diesel,80.09,320716.0
6125,V006126,Van,5,1000,Petrol,80.72,209230.0
6126,V006127,Light Truck,11,3500,Diesel,66.22,310080.0
6127,V006128,Medium Truck,12,8000,Diesel,74.99,153805.0
6128,V006129,Light Truck,5,3500,Diesel,71.19,13338.0
6129,V006130,Light Truck,2,3500,Diesel,84.66,186439.0
6130,V006131,Motorbike,13,50,Petrol,60.21,143345.0
6131,V006132,Light Truck,3,3500,Diesel,86.15,226375.0
6132,V006133,Medium Truck,1,8000,Diesel,78.84,269889.0
6133,V006134,Medium Truck,3,8000,Diesel,93.65,171802.0
6134,V006135,Medium Truck,11,8000,Diesel,79.37,190999.0
6135,V006136,Medium Truck,6,8000,Diesel,55.17,141816.0
6136,V006137,Motorbike,2,50,Petrol,65.63,255203.0
6137,V006138,Van,8,1000,Petrol,88.32,191762.0
6138,V006139,Medium Truck,6,8000,Diesel,81.54,199770.0
6139,V006140,Van,1,1000,Petrol,72.79,214117.0
6140,V006141,Heavy Truck,12,20000,Diesel,67.63,1000.0
6141,V006142,Light Truck,7,3500,Diesel,72.84,191555.0
6142,V006143,Van,12,1000,Petrol,71.23,235419.0
6143,V006144,Medium Truck,12,8000,Diesel,99.09,96046.0
6144,V006145,Heavy Truck,14,20000,Diesel,84.73,98251.0
6145,V006146,Motorbike,8,50,Petrol,83.59,90812.0
6146,V006147,Light Truck,0,3500,Diesel,48.14,1000.0
6147,V006148,Van,2,1000,Petrol,72.01,212906.0
6148,V006149,Light Truck,14,3500,Diesel,86.59,172226.0
6149,V006150,Heavy Truck,3,20000,Diesel,81.36,125978.0
6150,V006151,Van,1,1000,Petrol,81.02,299540.0
6151,V006152,Van,11,1000,Petrol,69.7,1000.0
6152,V006153,Light Truck,10,3500,Diesel,91.05,194920.0
6153,V006154,Light Truck,8,3500,Diesel,62.19,234860.0
6154,V006155,Motorbike,4,50,Petrol,77.65,27948.0
6155,V006156,Van,10,1000,Petrol,96.01,109519.0
6156,V006157,Medium Truck,7,8000,Diesel,81.56,43200.0
6157,V006158,Motorbike,6,50,Petrol,93.17,276290.0
6158,V006159,Light Truck,11,3500,Diesel,80.4,278253.0
6159,V006160,Heavy Truck,3,20000,Diesel,78.25,194834.0
6160,V006161,Light Truck,14,3500,Diesel,96.43,178891.0
6161,V006162,Light Truck,7,3500,Diesel,80.5,41535.0
6162,V006163,Van,13,1000,Petrol,76.29,174922.0
6163,V006164,Van,14,1000,Petrol,86.44,68427.0
6164,V006165,Light Truck,1,3500,Diesel,87.47,151032.0
6165,V006166,Light Truck,12,3500,Diesel,89.17,320725.0
6166,V006167,Heavy Truck,4,20000,Diesel,63.85,167973.0
6167,V006168,Medium Truck,12,8000,Diesel,89.38,43095.0
6168,V006169,Light Truck,11,3500,Diesel,74.12,124930.0
6169,V006170,Heavy Truck,2,20000,Diesel,68.58,230260.0
6170,V006171,Heavy Truck,1,20000,Diesel,86.89,264015.0
6171,V006172,Light Truck,2,3500,Diesel,72.22,232040.0
6172,V006173,Light Truck,7,3500,Diesel,78.46,207861.0
6173,V006174,Light Truck,4,3500,Diesel,71.22,92698.0
6174,V006175,Light Truck,13,3500,Diesel,70.16,100341.0
6175,V006176,Van,11,1000,Petrol,75.98,213900.0
6176,V006177,Medium Truck,5,8000,Diesel,92.01,209440.0
6177,V006178,Medium Truck,4,8000,Diesel,77.91,315325.0
6178,V006179,Medium Truck,2,8000,Diesel,82.25,170400.0
6179,V006180,Van,14,1000,Petrol,68.39,77377.0
6180,V006181,Van,13,1000,Petrol,97.63,130623.0
6181,V006182,Light Truck,8,3500,Diesel,86.56,268841.0
6182,V006183,Light Truck,4,3500,Diesel,98.33,189498.0
6183,V006184,Medium Truck,6,8000,Diesel,76.62,355945.0
6184,V006185,Medium Truck,12,8000,Diesel,72.97,236736.0
6185,V006186,Van,5,1000,Petrol,60.44,1000.0
6186,V006187,Medium Truck,6,8000,Diesel,95.93,135819.0
6187,V006188,Van,7,1000,Petrol,89.74,200743.0
6188,V006189,Light Truck,2,3500,Diesel,79.19,280511.0
6189,V006190,Van,7,1000,Petrol,70.16,49548.0
6190,V006191,Light Truck,10,3500,Diesel,83.59,302374.0
6191,V006192,Light Truck,5,3500,Diesel,73.57,230742.0
6192,V006193,Van,2,1000,Petrol,95.93,160596.0
6193,V006194,Van,1,1000,Petrol,82.63,94340.0
6194,V006195,Motorbike,5,50,Petrol,91.81,142506.0
6195,V006196,Van,4,1000,Petrol,81.67,243415.0
6196,V006197,Van,4,1000,Petrol,75.44,1000.0
6197,V006198,Van,3,1000,Petrol,78.74,204789.0
6198,V006199,Medium Truck,11,8000,Diesel,100.0,394128.0
6199,V006200,Light Truck,0,3500,Diesel,83.84,89810.0
6200,V006201,Light Truck,9,3500,Diesel,86.05,77274.0
6201,V006202,Van,2,1000,Petrol,81.89,154391.0
6202,V006203,Light Truck,14,3500,Diesel,67.1,43554.0
6203,V006204,Medium Truck,4,8000,Diesel,80.89,67118.0
6204,V006205,Light Truck,9,3500,Diesel,72.15,135359.0
6205,V006206,Van,9,1000,Petrol,73.25,132981.0
6206,V006207,Heavy Truck,13,20000,Diesel,96.98,101518.0
6207,V006208,Medium Truck,7,8000,Diesel,70.53,112208.0
6208,V006209,Medium Truck,2,8000,Diesel,52.41,260349.0
6209,V006210,Van,9,1000,Petrol,100.0,145771.0
6210,V006211,Medium Truck,2,8000,Diesel,85.22,189164.0
6211,V006212,Light Truck,9,3500,Diesel,82.67,277113.0
6212,V006213,Van,7,1000,Petrol,83.67,277341.0
6213,V006214,Light Truck,14,3500,Diesel,87.9,212722.0
6214,V006215,Light Truck,3,3500,Diesel,73.19,164559.0
6215,V006216,Light Truck,11,3500,Diesel,77.06,196608.0
6216,V006217,Light Truck,4,3500,Diesel,91.94,156571.0
6217,V006218,Van,8,1000,Petrol,69.15,211179.0
6218,V006219,Van,11,1000,Petrol,100.0,304138.0
6219,V006220,Van,3,1000,Petrol,85.04,185262.0
6220,V006221,Van,13,1000,Petrol,78.31,159419.0
6221,V006222,Van,4,1000,Petrol,92.49,257907.0
6222,V006223,Medium Truck,7,8000,Diesel,81.74,220528.0
6223,V006224,Medium Truck,6,8000,Diesel,84.95,297549.0
6224,V006225,Van,3,1000,Petrol,95.92,79353.0
6225,V006226,Medium Truck,3,8000,Diesel,68.62,17214.0
6226,V006227,Medium Truck,6,8000,Diesel,70.43,178508.0
6227,V006228,Light Truck,4,3500,Diesel,65.3,166142.0
6228,V006229,Van,10,1000,Petrol,100.0,276383.0
6229,V006230,Light Truck,5,3500,Diesel,91.56,191869.0
6230,V006231,Motorbike,14,50,Petrol,93.51,224504.0
6231,V006232,Light Truck,2,3500,Diesel,67.66,248655.0
6232,V006233,Medium Truck,9,8000,Diesel,90.4,158474.0
6233,V006234,Medium Truck,2,8000,Diesel,85.32,294972.0
6234,V006235,Medium Truck,13,8000,Diesel,99.03,115779.0
6235,V006236,Heavy Truck,14,20000,Diesel,73.54,169989.0
6236,V006237,Light Truck,10,3500,Diesel,98.41,319026.0
6237,V006238,Heavy Truck,7,20000,Diesel,92.36,257703.0
6238,V006239,Van,0,1000,Petrol,82.27,316950.0
6239,V006240,Light Truck,13,3500,Diesel,68.37,241714.0
6240,V006241,Van,12,1000,Petrol,67.38,296290.0
6241,V006242,Van,3,1000,Petrol,91.3,144084.0
6242,V006243,Light Truck,1,3500,Diesel,36.77,55341.0
6243,V006244,Medium Truck,3,8000,Diesel,81.78,113296.0
6244,V006245,Light Truck,12,3500,Diesel,61.67,212668.0
6245,V006246,Light Truck,8,3500,Diesel,81.26,211057.0
6246,V006247,Light Truck,0,3500,Diesel,82.68,208189.0
6247,V006248,Medium Truck,4,8000,Diesel,74.36,204156.0
6248,V006249,Heavy Truck,2,20000,Diesel,88.44,279385.0
6249,V006250,Motorbike,10,50,Petrol,100.0,179458.0
6250,V006251,Medium Truck,1,8000,Diesel,77.37,144646.0
6251,V006252,Van,10,1000,Petrol,95.9,265770.0
6252,V006253,Motorbike,0,50,Petrol,63.61,256156.0
6253,V006254,Van,1,1000,Petrol,73.85,159720.0
6254,V006255,Van,10,1000,Petrol,73.26,49233.0
6255,V006256,Light Truck,2,3500,Diesel,89.16,203597.0
6256,V006257,Light Truck,14,3500,Diesel,100.0,129287.0
6257,V006258,Van,0,1000,Petrol,67.82,311324.0
6258,V006259,Van,10,1000,Petrol,100.0,137985.0
6259,V006260,Van,8,1000,Petrol,92.6,93868.0
6260,V006261,Van,12,1000,Petrol,81.65,178831.0
6261,V006262,Medium Truck,3,8000,Diesel,78.59,267917.0
6262,V006263,Light Truck,6,3500,Diesel,87.52,71746.0
6263,V006264,Light Truck,5,3500,Diesel,79.96,214792.0
6264,V006265,Light Truck,11,3500,Diesel,82.31,220782.0
6265,V006266,Van,6,1000,Petrol,87.08,71070.0
6266,V006267,Medium Truck,13,8000,Diesel,59.52,200346.0
6267,V006268,Medium Truck,3,8000,Diesel,78.14,96705.0
6268,V006269,Van,7,1000,Petrol,67.82,130021.0
6269,V006270,Medium Truck,9,8000,Diesel,80.36,70150.0
6270,V006271,Medium Truck,0,8000,Diesel,78.91,237835.0
6271,V006272,Van,13,1000,Petrol,80.27,79096.0
6272,V006273,Medium Truck,8,8000,Diesel,89.93,258566.0
6273,V006274,Van,6,1000,Petrol,65.25,237448.0
6274,V006275,Van,10,1000,Petrol,70.92,354295.0
6275,V006276,Heavy Truck,0,20000,Diesel,88.65,292195.0
6276,V006277,Light Truck,2,3500,Diesel,71.98,145225.0
6277,V006278,Medium Truck,13,8000,Diesel,82.98,1000.0
6278,V006279,Light Truck,3,3500,Diesel,66.45,169942.0
6279,V006280,Medium Truck,1,8000,Diesel,93.59,259690.0
6280,V006281,Van,2,1000,Petrol,84.61,128266.0
6281,V006282,Heavy Truck,8,20000,Diesel,87.77,132130.0
6282,V006283,Light Truck,12,3500,Diesel,78.94,332842.0
6283,V006284,Heavy Truck,9,20000,Diesel,100.0,191178.0
6284,V006285,Light Truck,8,3500,Diesel,67.89,169874.0
6285,V006286,Light Truck,1,3500,Diesel,66.24,117379.0
6286,V006287,Heavy Truck,2,20000,Diesel,87.79,10243.0
6287,V006288,Light Truck,13,3500,Diesel,89.93,39189.0
6288,V006289,Medium Truck,10,8000,Diesel,100.0,257354.0
6289,V006290,Light Truck,5,3500,Diesel,86.19,207375.0
6290,V006291,Van,7,1000,Petrol,91.98,196064.0
6291,V006292,Van,12,1000,Petrol,94.96,1000.0
6292,V006293,Medium Truck,12,8000,Diesel,86.68,95084.0
6293,V006294,Van,6,1000,Petrol,89.82,243673.0
6294,V006295,Light Truck,1,3500,Diesel,100.0,177393.0
6295,V006296,Light Truck,14,3500,Diesel,60.21,425672.0
6296,V006297,Medium Truck,12,8000,Diesel,95.57,80710.0
6297,V006298,Light Truck,4,3500,Diesel,82.88,349691.0
6298,V006299,Heavy Truck,14,20000,Diesel,59.82,226945.0
6299,V006300,Medium Truck,4,8000,Diesel,61.32,74155.0
6300,V006301,Light Truck,9,3500,Diesel,86.48,192875.0
6301,V006302,Medium Truck,13,8000,Diesel,98.13,216538.0
6302,V006303,Medium Truck,11,8000,Diesel,79.21,114167.0
6303,V006304,Medium Truck,0,8000,Diesel,86.83,267783.0
6304,V006305,Van,9,1000,Petrol,68.07,266708.0
6305,V006306,Van,4,1000,Petrol,100.0,241826.0
6306,V006307,Medium Truck,9,8000,Diesel,81.54,72235.0
6307,V006308,Light Truck,13,3500,Diesel,98.72,186518.0
6308,V006309,Heavy Truck,2,20000,Diesel,92.6,356640.0
6309,V006310,Light Truck,14,3500,Diesel,90.72,216612.0
6310,V006311,Van,5,1000,Petrol,78.15,72693.0
6311,V006312,Light Truck,11,3500,Diesel,89.4,306877.0
6312,V006313,Medium Truck,1,8000,Diesel,88.93,267510.0
6313,V006314,Light Truck,8,3500,Diesel,100.0,207480.0
6314,V006315,Light Truck,10,3500,Diesel,100.0,361416.0
6315,V006316,Light Truck,9,3500,Diesel,52.74,4312.0
