,date,currency,zar_rate
1553,2026-01-24,GBP,23.5223
1554,2026-01-24,EUR,20.9195
1555,2026-01-24,AUD,11.5443
1556,2026-01-25,USD,18.0648
1557,2026-01-25,GBP,23.2981
1558,2026-01-25,EUR,21.2717
1559,2026-01-25,AUD,11.74
1560,2026-01-26,USD,18.2999
1561,2026-01-26,GBP,23.4628
1562,2026-01-26,EUR,21.0382
1563,2026-01-26,AUD,11.7083
1564,2026-01-27,USD,18.4744
1565,2026-01-27,GBP,23.2969
1566,2026-01-27,EUR,21.1022
1567,2026-01-27,AUD,11.929
1568,2026-01-28,USD,18.145
1569,2026-01-28,GBP,23.2462
1570,2026-01-28,EUR,20.8435
1571,2026-01-28,AUD,11.9043
1572,2026-01-29,USD,18.3148
1573,2026-01-29,GBP,23.3635
1574,2026-01-29,EUR,20.8758
1575,2026-01-29,AUD,11.8119
1576,2026-01-30,USD,18.1877
1577,2026-01-30,GBP,23.5382
1578,2026-01-30,EUR,20.9828
1579,2026-01-30,AUD,11.618
1580,2026-01-31,USD,18.0088
1581,2026-01-31,GBP,23.206
1582,2026-01-31,EUR,20.8352
1583,2026-01-31,AUD,11.8824
1584,2026-02-01,USD,18.0166
1585,2026-02-01,GBP,23.6827
1586,2026-02-01,EUR,20.7057
1587,2026-02-01,AUD,11.6008
1588,2026-02-02,USD,18.2566
1589,2026-02-02,GBP,23.341
1590,2026-02-02,EUR,21.0338
1591,2026-02-02,AUD,11.6557
1592,2026-02-03,USD,18.4901
1593,2026-02-03,GBP,23.4491
1594,2026-02-03,EUR,20.9319
1595,2026-02-03,AUD,11.7538
1596,2026-02-04,USD,18.17
1597,2026-02-04,GBP,23.3644
1598,2026-02-04,EUR,20.8266
1599,2026-02-04,AUD,11.9359
1600,2026-02-05,USD,18.1805
1601,2026-02-05,GBP,23.2266
1602,2026-02-05,EUR,20.8676
1603,2026-02-05,AUD,11.7955
1604,2026-02-06,USD,18.0471
1605,2026-02-06,GBP,23.2814
1606,2026-02-06,EUR,20.9801
1607,2026-02-06,AUD,11.8045
1608,2026-02-07,USD,18.0916
1609,2026-02-07,GBP,23.1754
1610,2026-02-07,EUR,20.8296
1611,2026-02-07,AUD,11.8701
1612,2026-02-08,USD,18.3902
1613,2026-02-08,GBP,23.341
1614,2026-02-08,EUR,20.6457
1615,2026-02-08,AUD,11.8488
1616,2026-02-09,USD,18.3697
1617,2026-02-09,GBP,23.564
1618,2026-02-09,EUR,21.3986
1619,2026-02-09,AUD,11.8594
1620,2026-02-10,USD,18.4931
1621,2026-02-10,GBP,23.4847
1622,2026-02-10,EUR,20.9182
1623,2026-02-10,AUD,11.75
1624,2026-02-11,USD,18.2521
1625,2026-02-11,GBP,23.4669
1626,2026-02-11,EUR,20.8496
1627,2026-02-11,AUD,11.7254
1628,2026-02-12,USD,18.3022
1629,2026-02-12,GBP,23.4291
1630,2026-02-12,EUR,20.9066
1631,2026-02-12,AUD,11.8943
1632,2026-02-13,USD,18.2331
1633,2026-02-13,GBP,23.4765
1634,2026-02-13,EUR,20.9702
1635,2026-02-13,AUD,11.8773
1636,2026-02-14,USD,18.3147
1637,2026-02-14,GBP,23.8292
1638,2026-02-14,EUR,21.0045
1639,2026-02-14,AUD,11.8378
1640,2026-02-15,USD,18.2144
1641,2026-02-15,GBP,23.3805
1642,2026-02-15,EUR,20.9968
1643,2026-02-15,AUD,11.9931
1644,2026-02-16,USD,18.3486
1645,2026-02-16,GBP,23.3866
1646,2026-02-16,EUR,20.7379
1647,2026-02-16,AUD,11.8276
1648,2026-02-17,USD,18.401
1649,2026-02-17,GBP,23.6877
1650,2026-02-17,EUR,21.0109
1651,2026-02-17,AUD,11.9247
1652,2026-02-18,USD,18.105
1653,2026-02-18,GBP,23.2478
1654,2026-02-18,EUR,20.9894
1655,2026-02-18,AUD,11.7976
1656,2026-02-19,USD,18.2754
1657,2026-02-19,GBP,23.3328
1658,2026-02-19,EUR,21.0525
1659,2026-02-19,AUD,11.8456
1660,2026-02-20,USD,18.3145
1661,2026-02-20,GBP,23.4997
1662,2026-02-20,EUR,21.0144
1663,2026-02-20,AUD,12.0246
1664,2026-02-21,USD,18.3574
1665,2026-02-21,GBP,23.393
1666,2026-02-21,EUR,20.5364
1667,2026-02-21,AUD,11.672
1668,2026-02-22,USD,18.0927
1669,2026-02-22,GBP,23.2655
1670,2026-02-22,EUR,20.7455
1671,2026-02-22,AUD,11.6399
1672,2026-02-23,USD,18.0951
1673,2026-02-23,GBP,23.2047
1674,2026-02-23,EUR,20.8664
1675,2026-02-23,AUD,11.7655
1676,2026-02-24,USD,17.9837
1677,2026-02-24,GBP,23.3217
1678,2026-02-24,EUR,20.9095
1679,2026-02-24,AUD,11.6267
1680,2026-02-25,USD,18.2181
1681,2026-02-25,GBP,23.7492
1682,2026-02-25,EUR,20.9555
1683,2026-02-25,AUD,11.7556
1684,2026-02-26,USD,18.0837
1685,2026-02-26,GBP,23.3693
1686,2026-02-26,EUR,21.0283
1687,2026-02-26,AUD,11.8186
1688,2026-02-27,USD,18.2006
1689,2026-02-27,GBP,23.4922
1690,2026-02-27,EUR,20.9743
1691,2026-02-27,AUD,11.7298
1692,2026-02-28,USD,18.2545
1693,2026-02-28,GBP,23.3773
1694,2026-02-28,EUR,21.0609
1695,2026-02-28,AUD,11.7091
1696,2026-03-01,USD,18.265
1697,2026-03-01,GBP,23.2913
1698,2026-03-01,EUR,21.0431
1699,2026-03-01,AUD,11.8018
1700,2026-03-02,USD,18.5018
1701,2026-03-02,GBP,23.6922
1702,2026-03-02,EUR,20.693
1703,2026-03-02,AUD,11.7646
1704,2026-03-03,USD,18.3221
1705,2026-03-03,GBP,23.6167
1706,2026-03-03,EUR,20.9461
1707,2026-03-03,AUD,11.682
1708,2026-03-04,USD,18.2163
1709,2026-03-04,GBP,23.3581
1710,2026-03-04,EUR,20.9075
1711,2026-03-04,AUD,11.7688
1712,2026-03-05,USD,18.1394
1713,2026-03-05,GBP,23.3848
1714,2026-03-05,EUR,20.6371
1715,2026-03-05,AUD,11.8052
1716,2026-03-06,USD,18.337
1717,2026-03-06,GBP,23.3064
1718,2026-03-06,EUR,20.7878
1719,2026-03-06,AUD,11.9985
1720,2026-03-07,USD,18.1441
1721,2026-03-07,GBP,23.308
1722,2026-03-07,EUR,21.1504
1723,2026-03-07,AUD,11.8791
1724,2026-03-08,USD,17.8465
1725,2026-03-08,GBP,23.3209
1726,2026-03-08,EUR,20.7376
1727,2026-03-08,AUD,11.8559
1728,2026-03-09,USD,18.0668
1729,2026-03-09,GBP,23.272
1730,2026-03-09,EUR,20.8195
1731,2026-03-09,AUD,11.8371
1732,2026-03-10,USD,18.2538
1733,2026-03-10,GBP,23.2108
1734,2026-03-10,EUR,20.7931
1735,2026-03-10,AUD,11.7224
1736,2026-03-11,USD,18.42
1737,2026-03-11,GBP,22.9453
1738,2026-03-11,EUR,20.8493
1739,2026-03-11,AUD,11.8611
1740,2026-03-12,USD,18.6399
1741,2026-03-12,GBP,23.3431
1742,2026-03-12,EUR,20.6885
1743,2026-03-12,AUD,11.8237
1744,2026-03-13,USD,18.098
1745,2026-03-13,GBP,23.3844
1746,2026-03-13,EUR,20.7707
1747,2026-03-13,AUD,11.7706
1748,2026-03-14,USD,17.9417
1749,2026-03-14,GBP,23.192
1750,2026-03-14,EUR,20.8394
1751,2026-03-14,AUD,11.8444
1752,2026-03-15,USD,18.075
1753,2026-03-15,GBP,23.2796
1754,2026-03-15,EUR,20.7635
1755,2026-03-15,AUD,11.8157
1756,2026-03-16,USD,18.4858
1757,2026-03-16,GBP,23.2712
1758,2026-03-16,EUR,21.2031
1759,2026-03-16,AUD,11.6797
1760,2026-03-17,USD,18.1756
1761,2026-03-17,GBP,23.5142
1762,2026-03-17,EUR,21.0599
1763,2026-03-17,AUD,11.7406
1764,2026-03-18,USD,18.2502
1765,2026-03-18,GBP,23.5429
1766,2026-03-18,EUR,21.1528
1767,2026-03-18,AUD,11.6621
1768,2026-03-19,USD,17.9863
1769,2026-03-19,GBP,23.4161
1770,2026-03-19,EUR,21.1859
1771,2026-03-19,AUD,11.6572
1772,2026-03-20,USD,17.8531
1773,2026-03-20,GBP,23.2805
1774,2026-03-20,EUR,21.2937
1775,2026-03-20,AUD,11.8485
1776,2026-03-21,USD,18.0537
1777,2026-03-21,GBP,23.2945
1778,2026-03-21,EUR,20.9434
1779,2026-03-21,AUD,11.751
1780,2026-03-22,USD,18.3004
1781,2026-03-22,GBP,23.52
1782,2026-03-22,EUR,20.872
1783,2026-03-22,AUD,11.6385
1784,2026-03-23,USD,18.1868
1785,2026-03-23,GBP,23.5595
1786,2026-03-23,EUR,20.9794
1787,2026-03-23,AUD,11.9474
1788,2026-03-24,USD,18.2332
1789,2026-03-24,GBP,23.4051
1790,2026-03-24,EUR,20.7312
1791,2026-03-24,AUD,11.7331
1792,2026-03-25,USD,18.2265
1793,2026-03-25,GBP,23.4453
1794,2026-03-25,EUR,20.8043
1795,2026-03-25,AUD,11.8421
1796,2026-03-26,USD,18.3887
1797,2026-03-26,GBP,23.5061
1798,2026-03-26,EUR,20.851
1799,2026-03-26,AUD,11.824
1800,2026-03-27,USD,18.1604
1801,2026-03-27,GBP,23.4034
1802,2026-03-27,EUR,20.8754
1803,2026-03-27,AUD,11.6719
1804,2026-03-28,USD,18.5655
1805,2026-03-28,GBP,23.4552
1806,2026-03-28,EUR,20.8101
1807,2026-03-28,AUD,11.9177
1808,2026-03-29,USD,18.3747
1809,2026-03-29,GBP,23.3924
1810,2026-03-29,EUR,20.9782
1811,2026-03-29,AUD,11.7996
1812,2026-03-30,USD,18.1872
1813,2026-03-30,GBP,23.0951
1814,2026-03-30,EUR,20.9562
1815,2026-03-30,AUD,11.8453
1816,2026-03-31,USD,18.2208
1817,2026-03-31,GBP,23.0302
1818,2026-03-31,EUR,20.7275
1819,2026-03-31,AUD,12.0066
1820,2026-04-01,USD,18.1309
1821,2026-04-01,GBP,23.4293
1822,2026-04-01,EUR,20.8977
1823,2026-04-01,AUD,11.7973
1824,2026-04-02,USD,18.0599
1825,2026-04-02,GBP,23.3834
1826,2026-04-02,EUR,20.8784
1827,2026-04-02,AUD,11.8387
1828,2026-04-03,USD,18.0789
1829,2026-04-03,GBP,23.0972
1830,2026-04-03,EUR,20.7271
1831,2026-04-03,AUD,11.788
1832,2026-04-04,USD,18.1055
1833,2026-04-04,GBP,23.6739
1834,2026-04-04,EUR,20.7461
1835,2026-04-04,AUD,11.7948
1836,2026-04-05,USD,18.309
1837,2026-04-05,GBP,23.4731
1838,2026-04-05,EUR,21.0832
1839,2026-04-05,AUD,11.9083
1840,2026-04-06,USD,18.1477
1841,2026-04-06,GBP,23.3273
1842,2026-04-06,EUR,20.989
1843,2026-04-06,AUD,11.9279
1844,2026-04-07,USD,18.4281
1845,2026-04-07,GBP,23.1918
1846,2026-04-07,EUR,20.771
1847,2026-04-07,AUD,11.8066
1848,2026-04-08,USD,18.3074
1849,2026-04-08,GBP,23.5507
1850,2026-04-08,EUR,20.6511
1851,2026-04-08,AUD,11.8607
1852,2026-04-09,USD,18.1653
1853,2026-04-09,GBP,23.3411
1854,2026-04-09,EUR,21.1951
1855,2026-04-09,AUD,11.6584
1856,2026-04-10,USD,18.1122
1857,2026-04-10,GBP,23.5371
1858,2026-04-10,EUR,21.0898
1859,2026-04-10,AUD,11.8755
1860,2026-04-11,USD,18.2202
1861,2026-04-11,GBP,23.3703
1862,2026-04-11,EUR,20.6593
1863,2026-04-11,AUD,11.6854
1864,2026-04-12,USD,18.3206
1865,2026-04-12,GBP,23.5336
1866,2026-04-12,EUR,20.7944
1867,2026-04-12,AUD,11.9418
1868,2026-04-13,USD,18.148
1869,2026-04-13,GBP,23.0255
1870,2026-04-13,EUR,20.764
1871,2026-04-13,AUD,11.8948
1872,2026-04-14,USD,18.2139
1873,2026-04-14,GBP,23.4526
1874,2026-04-14,EUR,21.3792
1875,2026-04-14,AUD,11.7974
1876,2026-04-15,USD,18.3939
1877,2026-04-15,GBP,23.2854
1878,2026-04-15,EUR,20.4394
1879,2026-04-15,AUD,11.7905
1880,2026-04-16,USD,18.3213
1881,2026-04-16,GBP,23.2959
1882,2026-04-16,EUR,20.7536
1883,2026-04-16,AUD,11.8402
1884,2026-04-17,USD,18.3028
1885,2026-04-17,GBP,23.3783
1886,2026-04-17,EUR,20.956
1887,2026-04-17,AUD,11.606
1888,2026-04-18,USD,18.3955
1889,2026-04-18,GBP,23.5532
1890,2026-04-18,EUR,21.0559
1891,2026-04-18,AUD,11.7922
1892,2026-04-19,USD,18.3614
1893,2026-04-19,GBP,22.8425
1894,2026-04-19,EUR,20.9286
1895,2026-04-19,AUD,11.6692
1896,2026-04-20,USD,18.3352
1897,2026-04-20,GBP,23.454
1898,2026-04-20,EUR,20.9737
1899,2026-04-20,AUD,11.7342
1900,2026-04-21,USD,18.3182
1901,2026-04-21,GBP,23.3263
1902,2026-04-21,EUR,20.8191
1903,2026-04-21,AUD,11.8064
1904,2026-04-22,USD,18.1471
1905,2026-04-22,GBP,23.5803
1906,2026-04-22,EUR,20.4064
1907,2026-04-22,AUD,11.8553
1908,2026-04-23,USD,17.9233
1909,2026-04-23,GBP,23.4838
1910,2026-04-23,EUR,20.9151
1911,2026-04-23,AUD,11.7525
1912,2026-04-24,USD,18.2194
1913,2026-04-24,GBP,23.354
1914,2026-04-24,EUR,20.9873
1915,2026-04-24,AUD,11.7789
1916,2026-04-25,USD,18.1426
1917,2026-04-25,GBP,23.7456
1918,2026-04-25,EUR,21.0159
1919,2026-04-25,AUD,11.8544
1920,2026-04-26,USD,18.0566
1921,2026-04-26,GBP,23.1222
1922,2026-04-26,EUR,20.6549
1923,2026-04-26,AUD,11.8283
1924,2026-04-27,USD,18.294
1925,2026-04-27,GBP,23.6253
1926,2026-04-27,EUR,20.6214
1927,2026-04-27,AUD,11.7916
1928,2026-04-28,USD,17.8571
1929,2026-04-28,GBP,23.2743
1930,2026-04-28,EUR,21.0333
1931,2026-04-28,AUD,11.8621
1932,2026-04-29,USD,18.0529
1933,2026-04-29,GBP,23.0238
1934,2026-04-29,EUR,21.0052
1935,2026-04-29,AUD,11.9947
1936,2026-04-30,USD,18.1793
1937,2026-04-30,GBP,23.1936
1938,2026-04-30,EUR,20.6538
1939,2026-04-30,AUD,11.7083
1940,2026-05-01,USD,18.2218
1941,2026-05-01,GBP,23.6798
1942,2026-05-01,EUR,21.0457
1943,2026-05-01,AUD,12.0074
1944,2026-05-02,USD,18.3482
1945,2026-05-02,GBP,23.2618
1946,2026-05-02,EUR,20.7385
1947,2026-05-02,AUD,11.8142
1948,2026-05-03,USD,18.1313
1949,2026-05-03,GBP,23.3608
1950,2026-05-03,EUR,21.1079
1951,2026-05-03,AUD,11.9718
1952,2026-05-04,USD,18.24
1953,2026-05-04,GBP,23.4039
1954,2026-05-04,EUR,20.724
1955,2026-05-04,AUD,11.7329
1956,2026-05-05,USD,18.0187
1957,2026-05-05,GBP,23.5644
1958,2026-05-05,EUR,21.0163
1959,2026-05-05,AUD,11.8845
1960,2026-05-06,USD,17.8442
1961,2026-05-06,GBP,23.0378
1962,2026-05-06,EUR,20.7398
1963,2026-05-06,AUD,11.8609
1964,2026-05-07,USD,18.3063
1965,2026-05-07,GBP,23.5052
1966,2026-05-07,EUR,21.0278
1967,2026-05-07,AUD,11.7914
1968,2026-05-08,USD,18.0983
1969,2026-05-08,GBP,22.8615
1970,2026-05-08,EUR,20.9317
1971,2026-05-08,AUD,11.6254
1972,2026-05-09,USD,18.3575
1973,2026-05-09,GBP,23.3348
1974,2026-05-09,EUR,20.6011
1975,2026-05-09,AUD,11.7313
1976,2026-05-10,USD,18.2361
1977,2026-05-10,GBP,23.632
1978,2026-05-10,EUR,21.0553
1979,2026-05-10,AUD,11.9422
1980,2026-05-11,USD,18.2059
1981,2026-05-11,GBP,23.3618
1982,2026-05-11,EUR,21.0823
1983,2026-05-11,AUD,11.9309
1984,2026-05-12,USD,18.1526
1985,2026-05-12,GBP,23.1508
1986,2026-05-12,EUR,21.0311
1987,2026-05-12,AUD,11.8631
1988,2026-05-13,USD,17.9431
1989,2026-05-13,GBP,23.185
1990,2026-05-13,EUR,20.9894
1991,2026-05-13,AUD,11.8641
1992,2026-05-14,USD,18.2299
1993,2026-05-14,GBP,23.4186
1994,2026-05-14,EUR,20.3499
1995,2026-05-14,AUD,11.8894
1996,2026-05-15,USD,18.0772
1997,2026-05-15,GBP,23.5526
1998,2026-05-15,EUR,20.8776
1999,2026-05-15,AUD,11.8742
2000,2026-05-16,USD,18.2912
2001,2026-05-16,GBP,23.4996
2002,2026-05-16,EUR,21.2501
2003,2026-05-16,AUD,11.7429
2004,2026-05-17,USD,18.1539
2005,2026-05-17,GBP,23.0896
2006,2026-05-17,EUR,21.0683
2007,2026-05-17,AUD,11.7993
2008,2026-05-18,USD,18.503
2009,2026-05-18,GBP,23.067
2010,2026-05-18,EUR,21.0586
2011,2026-05-18,AUD,11.8392
2012,2026-05-19,USD,18.3616
2013,2026-05-19,GBP,23.7886
2014,2026-05-19,EUR,21.1231
2015,2026-05-19,AUD,11.7486
2016,2026-05-20,USD,17.9156
2017,2026-05-20,GBP,23.6874
2018,2026-05-20,EUR,20.8579
2019,2026-05-20,AUD,11.7523
2020,2026-05-21,USD,18.5037
2021,2026-05-21,GBP,23.1809
2022,2026-05-21,EUR,20.7807
2023,2026-05-21,AUD,11.693
2024,2026-05-22,USD,18.2084
2025,2026-05-22,GBP,23.5213
2026,2026-05-22,EUR,20.7634
2027,2026-05-22,AUD,11.7387
2028,2026-05-23,USD,18.3388
2029,2026-05-23,GBP,23.3647
2030,2026-05-23,EUR,20.6415
2031,2026-05-23,AUD,11.8437
2032,2026-05-24,USD,18.2049
2033,2026-05-24,GBP,23.3334
2034,2026-05-24,EUR,21.0349
2035,2026-05-24,AUD,11.944
2036,2026-05-25,USD,18.3731
2037,2026-05-25,GBP,23.5231
2038,2026-05-25,EUR,20.9816
2039,2026-05-25,AUD,11.5982
2040,2026-05-26,USD,18.3577
2041,2026-05-26,GBP,23.2918
2042,2026-05-26,EUR,21.0404
2043,2026-05-26,AUD,11.8233
2044,2026-05-27,USD,17.8117
2045,2026-05-27,GBP,23.1799
2046,2026-05-27,EUR,21.086
2047,2026-05-27,AUD,11.8739
2048,2026-05-28,USD,18.0876
2049,2026-05-28,GBP,23.4779
2050,2026-05-28,EUR,21.0258
2051,2026-05-28,AUD,11.5762
2052,2026-05-29,USD,18.193
2053,2026-05-29,GBP,23.7884
2054,2026-05-29,EUR,20.9334
2055,2026-05-29,AUD,11.7073
2056,2026-05-30,USD,18.3105
2057,2026-05-30,GBP,23.0923
2058,2026-05-30,EUR,21.1712
2059,2026-05-30,AUD,11.7837
2060,2026-05-31,USD,18.1623
2061,2026-05-31,GBP,23.4084
2062,2026-05-31,EUR,20.6368
2063,2026-05-31,AUD,11.7411
2064,2026-06-01,USD,18.1686
2065,2026-06-01,GBP,23.4304
2066,2026-06-01,EUR,20.8197
2067,2026-06-01,AUD,11.8351
2068,2026-06-02,USD,18.2088
2069,2026-06-02,GBP,23.2432
2070,2026-06-02,EUR,20.9276
2071,2026-06-02,AUD,11.7859
2072,2026-06-03,USD,18.0179
2073,2026-06-03,GBP,23.301
2074,2026-06-03,EUR,21.1213
2075,2026-06-03,AUD,11.8837
2076,2026-06-04,USD,17.8237
2077,2026-06-04,GBP,23.4847
2078,2026-06-04,EUR,21.0121
2079,2026-06-04,AUD,11.8491
2080,2026-06-05,USD,17.9172
2081,2026-06-05,GBP,23.3192
2082,2026-06-05,EUR,20.8094
2083,2026-06-05,AUD,11.7386
2084,2026-06-06,USD,18.0619
2085,2026-06-06,GBP,23.5033
2086,2026-06-06,EUR,21.0529
2087,2026-06-06,AUD,11.8229
2088,2026-06-07,USD,18.1938
2089,2026-06-07,GBP,23.547
2090,2026-06-07,EUR,20.8912
2091,2026-06-07,AUD,11.8014
2092,2026-06-08,USD,18.0776
2093,2026-06-08,GBP,23.311
2094,2026-06-08,EUR,20.8945
2095,2026-06-08,AUD,11.8111
2096,2026-06-09,USD,17.9827
2097,2026-06-09,GBP,23.445
2098,2026-06-09,EUR,20.5574
2099,2026-06-09,AUD,11.7413
2100,2026-06-10,USD,17.9775
2101,2026-06-10,GBP,23.051
2102,2026-06-10,EUR,20.8665
2103,2026-06-10,AUD,11.7714
2104,2026-06-11,USD,18.0976
2105,2026-06-11,GBP,23.4738
2106,2026-06-11,EUR,20.9843
2107,2026-06-11,AUD,11.8202
2108,2026-06-12,USD,17.9831
2109,2026-06-12,GBP,23.2374
2110,2026-06-12,EUR,20.6069
2111,2026-06-12,AUD,11.8917
2112,2026-06-13,USD,18.2438
2113,2026-06-13,GBP,23.4221
2114,2026-06-13,EUR,20.9801
2115,2026-06-13,AUD,11.7138
2116,2026-06-14,USD,18.2596
2117,2026-06-14,GBP,23.3499
2118,2026-06-14,EUR,21.0465
2119,2026-06-14,AUD,11.706
2120,2026-06-15,USD,18.3566
2121,2026-06-15,GBP,23.411
2122,2026-06-15,EUR,20.585
2123,2026-06-15,AUD,11.6031
2124,2026-06-16,USD,18.1779
2125,2026-06-16,GBP,23.3151
2126,2026-06-16,EUR,20.8596
2127,2026-06-16,AUD,11.7429
2128,2026-06-17,USD,18.154
2129,2026-06-17,GBP,23.208
2130,2026-06-17,EUR,20.8534
2131,2026-06-17,AUD,11.797
2132,2026-06-18,USD,18.3192
2133,2026-06-18,GBP,23.5472
2134,2026-06-18,EUR,20.9915
2135,2026-06-18,AUD,11.7541
2136,2026-06-19,USD,18.175
2137,2026-06-19,GBP,23.392
2138,2026-06-19,EUR,20.9739
2139,2026-06-19,AUD,11.7732
2140,2026-06-20,USD,18.2578
2141,2026-06-20,GBP,23.2155
2142,2026-06-20,EUR,21.0744
2143,2026-06-20,AUD,11.835
2144,2026-06-21,USD,18.159
2145,2026-06-21,GBP,23.2501
2146,2026-06-21,EUR,20.7893
2147,2026-06-21,AUD,11.842
2148,2026-06-22,USD,18.2618
2149,2026-06-22,GBP,23.2264
2150,2026-06-22,EUR,20.7055
2151,2026-06-22,AUD,11.9607
2152,2026-06-23,USD,18.1093
2153,2026-06-23,GBP,23.4539
2154,2026-06-23,EUR,20.7918
2155,2026-06-23,AUD,11.7085
2156,2026-06-24,USD,18.2478
2157,2026-06-24,GBP,23.4684
2158,2026-06-24,EUR,20.8294
2159,2026-06-24,AUD,11.9696
2160,2026-06-25,USD,18.068
2161,2026-06-25,GBP,23.4112
2162,2026-06-25,EUR,20.9029
2163,2026-06-25,AUD,11.6805
2164,2026-06-26,USD,18.188
2165,2026-06-26,GBP,23.3463
2166,2026-06-26,EUR,21.2364
2167,2026-06-26,AUD,11.894
2168,2026-06-27,USD,18.1691
2169,2026-06-27,GBP,23.3784
2170,2026-06-27,EUR,20.9958
2171,2026-06-27,AUD,11.7978
2172,2026-06-28,USD,18.4013
2173,2026-06-28,GBP,23.549
2174,2026-06-28,EUR,20.7539
2175,2026-06-28,AUD,11.7914
2176,2026-06-29,USD,18.3613
2177,2026-06-29,GBP,23.253
2178,2026-06-29,EUR,21.2339
2179,2026-06-29,AUD,11.6812
2180,2026-06-30,USD,18.1657
2181,2026-06-30,GBP,23.4289
2182,2026-06-30,EUR,20.8342
2183,2026-06-30,AUD,11.7526
2184,2026-07-01,USD,18.2632
2185,2026-07-01,GBP,23.4701
2186,2026-07-01,EUR,20.7235
2187,2026-07-01,AUD,11.7493
2188,2026-07-02,USD,18.2378
2189,2026-07-02,GBP,23.4884
2190,2026-07-02,EUR,20.9504
2191,2026-07-02,AUD,11.658
2192,2026-07-03,USD,18.3791
2193,2026-07-03,GBP,23.319
2194,2026-07-03,EUR,20.9372
2195,2026-07-03,AUD,11.7815
2196,2026-07-04,USD,18.2754
2197,2026-07-04,GBP,23.6034
2198,2026-07-04,EUR,20.7181
2199,2026-07-04,AUD,11.7774
2200,2026-07-05,USD,18.0593
2201,2026-07-05,GBP,23.6125
2202,2026-07-05,EUR,21.0037
2203,2026-07-05,AUD,11.8493
2204,2026-07-06,USD,18.0704
2205,2026-07-06,GBP,23.2618
2206,2026-07-06,EUR,20.8086
2207,2026-07-06,AUD,11.8549
2208,2026-07-07,USD,18.3157
2209,2026-07-07,GBP,23.3683
2210,2026-07-07,EUR,21.1434
2211,2026-07-07,AUD,11.7901
2212,2026-07-08,USD,18.1344
2213,2026-07-08,GBP,23.8229
2214,2026-07-08,EUR,21.0173
2215,2026-07-08,AUD,11.6748
2216,2026-07-09,USD,18.1911
2217,2026-07-09,GBP,23.3798
2218,2026-07-09,EUR,21.209
2219,2026-07-09,AUD,11.938
2220,2026-07-10,USD,18.4211
2221,2026-07-10,GBP,23.406
2222,2026-07-10,EUR,20.5165
2223,2026-07-10,AUD,11.7681
2224,2026-07-11,USD,18.1106
2225,2026-07-11,GBP,23.6368
2226,2026-07-11,EUR,20.7625
2227,2026-07-11,AUD,11.7165
2228,2026-07-12,USD,18.4062
2229,2026-07-12,GBP,23.5582
2230,2026-07-12,EUR,20.97
2231,2026-07-12,AUD,11.9498
2232,2026-07-13,USD,18.2608
2233,2026-07-13,GBP,23.3141
2234,2026-07-13,EUR,21.2008
2235,2026-07-13,AUD,11.6412
2236,2026-07-14,USD,18.1831
2237,2026-07-14,GBP,23.3277
2238,2026-07-14,EUR,20.8749
2239,2026-07-14,AUD,11.969
2240,2026-07-15,USD,18.1777
2241,2026-07-15,GBP,23.6642
2242,2026-07-15,EUR,20.701
2243,2026-07-15,AUD,11.7139
2244,2026-07-16,USD,18.2341
2245,2026-07-16,GBP,23.0902
2246,2026-07-16,EUR,20.9954
2247,2026-07-16,AUD,11.7473
2248,2026-07-17,USD,17.8453
2249,2026-07-17,GBP,23.5343
2250,2026-07-17,EUR,20.8531
2251,2026-07-17,AUD,11.8496
2252,2026-07-18,USD,18.0571
2253,2026-07-18,GBP,23.5964
2254,2026-07-18,EUR,20.9278
2255,2026-07-18,AUD,11.8457
2256,2026-07-19,USD,18.2119
2257,2026-07-19,GBP,23.0741
2258,2026-07-19,EUR,20.9506
2259,2026-07-19,AUD,11.6429
2260,2026-07-20,USD,18.3786
2261,2026-07-20,GBP,23.5531
2262,2026-07-20,EUR,20.9197
2263,2026-07-20,AUD,11.7107
2264,2026-07-21,USD,18.1631
2265,2026-07-21,GBP,23.2454
2266,2026-07-21,EUR,21.0785
2267,2026-07-21,AUD,11.9311
2268,2026-07-22,USD,18.3063
2269,2026-07-22,GBP,23.5149
2270,2026-07-22,EUR,20.9069
2271,2026-07-22,AUD,11.7238
2272,2026-07-23,USD,18.329
2273,2026-07-23,GBP,23.4151
2274,2026-07-23,EUR,21.2366
2275,2026-07-23,AUD,11.8264
2276,2026-07-24,USD,18.265
2277,2026-07-24,GBP,23.171
2278,2026-07-24,EUR,20.497
2279,2026-07-24,AUD,11.7485
2280,2026-07-25,USD,18.2891
2281,2026-07-25,GBP,23.3846
2282,2026-07-25,EUR,20.9223
2283,2026-07-25,AUD,11.9126
2284,2026-07-26,USD,18.226
2285,2026-07-26,GBP,23.3445
2286,2026-07-26,EUR,20.6807
2287,2026-07-26,AUD,11.8036
2288,2026-07-27,USD,17.8553
2289,2026-07-27,GBP,23.228
2290,2026-07-27,EUR,20.6954
2291,2026-07-27,AUD,11.718
2292,2026-07-28,USD,17.9583
2293,2026-07-28,GBP,23.1639
2294,2026-07-28,EUR,20.9102
2295,2026-07-28,AUD,11.8169
2296,2026-07-29,USD,18.3879
2297,2026-07-29,GBP,23.2142
2298,2026-07-29,EUR,20.9874
2299,2026-07-29,AUD,11.7333
2300,2026-07-30,USD,18.5092
2301,2026-07-30,GBP,23.2117
2302,2026-07-30,EUR,20.8793
